Region,Acc-ID,MSE,MAE,RMSE
NW,10.0,3042267561.9961004,55156.75445488159,55156.75445488159
NW,14.0,1976326.616117433,1405.8188418560312,1405.8188418560312
NW,20.0,411513647.2527121,20285.799152429565,20285.799152429565
NW,29.0,2614524451.1219053,51132.420743808965,51132.420743808965
NW,30.0,6554721.467259421,2560.2190272043954,2560.2190272043954
NW,31.0,1935784668.4575891,43997.55298261017,43997.55298261017
NW,33.0,475552.95165738673,689.6034742207921,689.6034742207921
NW,34.0,655205262.6322292,25596.977607370547,25596.977607370547
NW,35.0,9114452.78591374,3019.015201338632,3019.015201338632
NW,36.0,3174711403.2612553,56344.57740777949,56344.57740777949
NW,37.0,126899932.50579168,11264.987017559837,11264.987017559837
NW,38.0,231904691.2614259,15228.417227716935,15228.417227716935
NW,39.0,1937308.873617346,1391.8724343909344,1391.8724343909344
NW,40.0,1192001275.4057064,34525.37147382641,34525.37147382641
NW,41.0,41558525.11972736,6446.5901932515735,6446.5901932515735
NW,42.0,2962271.0988281234,1721.1249515442287,1721.1249515442287
NW,43.0,14880901.030035637,3857.577093207035,3857.577093207035
NW,44.0,71628160.87746496,8463.34218128187,8463.34218128187
NW,45.0,285926.0425177667,534.7205274886749,534.7205274886749
NW,46.0,39063861.573075615,6250.108924896878,6250.108924896878
NW,47.0,151984108.16059914,12328.183489898223,12328.183489898223
NW,49.0,1913.7638481042552,43.74658670232748,43.74658670232748
NW,50.0,4466811.308397815,2113.483216966204,2113.483216966204
NW,52.0,622440.237954954,788.9488183367499,788.9488183367499
NW,54.0,94587006.00074221,9725.58512382377,9725.58512382377
NW,56.0,157800.98909510864,397.2417262764684,397.2417262764684
NW,57.0,45335.518659242734,212.92139079773722,212.92139079773722
NW,60.0,1675.1828056070763,40.928997124374746,40.928997124374746
NW,63.0,3863165.9282331904,1965.49381281987,1965.49381281987
NW,64.0,264019.86127338023,513.8286302585525,513.8286302585525
NW,67.0,45335.518659242734,212.92139079773722,212.92139079773722
OW,30.0,1700485.604483741,1304.026688562677,1304.026688562677
OW,31.0,571429.4697493138,755.9295402015414,755.9295402015414
OW,33.0,109429.22271772867,330.80088076927586,330.80088076927586
OW,34.0,67491195.40629816,8215.302514594223,8215.302514594223
OW,35.0,6388295.579370265,2527.5077802788787,2527.5077802788787
OW,36.0,1280481025.1322386,35783.80953912312,35783.80953912312
OW,37.0,78538811.23642136,8862.212547463605,8862.212547463605
OW,38.0,97530150.3267929,9875.735432199108,9875.735432199108
OW,39.0,144240.44523348514,379.7900014922525,379.7900014922525
OW,40.0,271673478.55464107,16482.520394485822,16482.520394485822
OW,41.0,41586294.793243594,6448.743660066168,6448.743660066168
OW,42.0,80385.91727100623,283.5241035097479,283.5241035097479
OW,43.0,7877633.270275339,2806.7121815881546,2806.7121815881546
OW,44.0,21158.60680705017,145.45998352485185,145.45998352485185
OW,45.0,1200929.2036983697,1095.8691544606818,1095.8691544606818
OW,46.0,75035635.36669487,8662.311202369427,8662.311202369427
OW,47.0,111596155.73203829,10563.90816563824,10563.90816563824
OW,49.0,159847.00580093777,399.8087115120652,399.8087115120652
OW,50.0,204016509.4206827,14283.434790717627,14283.434790717627
OW,51.0,47720827.46181653,6908.026307261469,6908.026307261469
OW,52.0,38198.33217132837,195.44393613343027,195.44393613343027
OW,54.0,25658.277570459926,160.18201387939885,160.18201387939885
OW,56.0,1143890.616345729,1069.5282213881637,1069.5282213881637
OW,57.0,619800.4463635052,787.2740605173685,787.2740605173685
OW,61.0,35073350.488199025,5922.275786232774,5922.275786232774
OW,63.0,2926489.264712592,1710.6984727626877,1710.6984727626877
OW,64.0,3423286.852365952,1850.2126505799142,1850.2126505799142
OW,67.0,2297279.9061230314,1515.678035112679,1515.678035112679
OW,68.0,96899607.7449772,9843.759837835196,9843.759837835196
SG,30.0,756072726.9811057,27496.776665294892,27496.776665294892
SG,31.0,286648867.5400873,16930.707827497565,16930.707827497565
SG,33.0,28807054.27923979,5367.220349421084,5367.220349421084
SG,34.0,17075559166.41788,130673.48302703911,130673.48302703911
SG,35.0,390742171.22268516,19767.199377319113,19767.199377319113
SG,36.0,344883875062.6197,587268.1457925499,587268.1457925499
SG,37.0,21751994811.290146,147485.57492612675,147485.57492612675
SG,38.0,5833219699.113235,76375.51766838138,76375.51766838138
SG,39.0,384942686.3574703,19619.95632914279,19619.95632914279
SG,40.0,8709555547.140934,93324.99958286062,93324.99958286062
SG,41.0,11570540075.13962,107566.44493121273,107566.44493121273
SG,42.0,722941596.72903,26887.57327705552,26887.57327705552
SG,43.0,892481293.8710558,29874.42541491059,29874.42541491059
SG,44.0,3732969752.327876,61098.03394813843,61098.03394813843
SG,45.0,1095116380.7222662,33092.54267538634,33092.54267538634
SG,46.0,249992706305.3057,499992.70625210693,499992.70625210693
SG,47.0,1449803326.6426318,38076.28299404541,38076.28299404541
SG,48.0,8464575420.056621,92003.1272297666,92003.1272297666
SG,49.0,384970264.8790481,19620.659134673537,19620.659134673537
SG,50.0,28584618.77509587,5346.458526454298,5346.458526454298
SG,52.0,132293216.56063515,11501.878827419247,11501.878827419247
SG,54.0,17390195433.519352,131871.8902326017,131871.8902326017
SG,56.0,117581329.11871073,10843.492477920143,10843.492477920143
SG,57.0,14622625.87554069,3823.954219854193,3823.954219854193
SG,60.0,360605305.57770705,18989.61046408554,18989.61046408554
SG,61.0,424470.5763430942,651.5140645781134,651.5140645781134
SG,63.0,5429636.46851543,2330.1580350944932,2330.1580350944932
SG,64.0,10892260.75068487,3300.3425202067847,3300.3425202067847
SG,67.0,4917051.399115099,2217.442535696269,2217.442535696269
SH,10.0,4863883658.846978,69741.54901381943,69741.54901381943
SH,14.0,28298593.515563194,5319.642235673673,5319.642235673673
SH,20.0,3395590883.5566025,58271.69882161153,58271.69882161153
SH,29.0,26440544.5087717,5142.03699994192,5142.03699994192
SH,30.0,2149500732.9232583,46362.708429547754,46362.708429547754
SH,31.0,24082449.658946514,4907.387253819135,4907.387253819135
SH,33.0,63164969.384912565,7947.639233439862,7947.639233439862
SH,34.0,604537834.9931009,24587.351117863447,24587.351117863447
SH,35.0,252804447.23829073,15899.82538389308,15899.82538389308
SH,36.0,7416560.166735873,2723.336219921417,2723.336219921417
SH,37.0,4888424.871462932,2210.978261191849,2210.978261191849
SH,38.0,341453968.7011777,18478.473116066103,18478.473116066103
SH,39.0,33992336.85813733,5830.294748821652,5830.294748821652
SH,40.0,117875614.74692239,10857.053686287196,10857.053686287196
SH,41.0,210301671.5190216,14501.781667058072,14501.781667058072
SH,42.0,39352110.705936044,6273.126071261126,6273.126071261126
SH,43.0,45328.082366499875,212.9039275506675,212.9039275506675
SH,44.0,159451578.90278116,12627.413785204837,12627.413785204837
SH,45.0,172329306.43130815,13127.425735128276,13127.425735128276
SH,46.0,788927792.7589116,28087.8584580404,28087.8584580404
SH,47.0,134329853.01725146,11590.075626036763,11590.075626036763
SH,48.0,481906146.6732761,21952.360845095365,21952.360845095365
SH,49.0,33992336.85813733,5830.294748821652,5830.294748821652
SH,50.0,241367256.83614776,15535.99873957731,15535.99873957731
SH,52.0,6553729.724590189,2560.0253367086407,2560.0253367086407
SH,54.0,26137.476957588686,161.67089087893555,161.67089087893555
SH,55.0,6381663.423234234,2526.1954443855357,2526.1954443855357
SH,56.0,374992.40786164993,612.3662367094139,612.3662367094139
SH,57.0,2898095.556210829,1702.3793808111132,1702.3793808111132
SH,63.0,860463.3222020252,927.6116225026642,927.6116225026642
SH,64.0,1489007.162196226,1220.2488115938593,1220.2488115938593
SH,65.0,1931617.0942319932,1389.826282033835,1389.826282033835
SH,67.0,316669.8292377642,562.7342438822825,562.7342438822825
SO,30.0,37309595.00413194,6108.158069674682,6108.158069674682
SO,31.0,3160048012.693721,56214.3043423444,56214.3043423444
SO,33.0,1529924.378256786,1236.9011190296442,1236.9011190296442
SO,34.0,2720068918.668837,52154.279965011854,52154.279965011854
SO,35.0,3544687163.584797,59537.27541284365,59537.27541284365
SO,36.0,39962534483.08506,199906.31426517037,199906.31426517037
SO,37.0,3646620731.4066334,60387.25636594722,60387.25636594722
SO,38.0,0.0,0.0,0.0
SO,40.0,1490386428.0099022,38605.523283720715,38605.523283720715
SO,41.0,2039879462.3878994,45165.02476903892,45165.02476903892
SO,42.0,95747766.75781876,9785.078781380289,9785.078781380289
SO,43.0,217118797.55796108,14734.95156279657,14734.95156279657
SO,44.0,381616340.34735715,19535.002952325274,19535.002952325274
SO,45.0,4595082.40585371,2143.6143323493875,2143.6143323493875
SO,46.0,5199155105.612737,72105.16698276717,72105.16698276717
SO,47.0,1653213460.1490235,40659.72774317388,40659.72774317388
SO,50.0,464387695.7515084,21549.65651121865,21549.65651121865
SO,54.0,9340813.672244225,3056.2744759337675,3056.2744759337675
SO,56.0,1262399.9756961113,1123.5657415995342,1123.5657415995342
SO,57.0,2328562.8475680705,1525.9629247029793,1525.9629247029793
SO,63.0,165969190.6131061,12882.903035151126,12882.903035151126
SO,64.0,3102441.5130368625,1761.3748928143782,1761.3748928143782
SO,67.0,5684781.437126725,2384.277969769197,2384.277969769197
SZ,30.0,18966123.34880788,4355.011291467323,4355.011291467323
SZ,31.0,132993281.76723608,11532.271318662082,11532.271318662082
SZ,33.0,28143170.136664532,5305.01367921559,5305.01367921559
SZ,34.0,570164692.2853818,23878.121623892064,23878.121623892064
SZ,35.0,20678655.850176416,4547.379008855147,4547.379008855147
SZ,36.0,94746983442.12918,307809.9794388239,307809.9794388239
SZ,37.0,2244529329.3036556,47376.46387504724,47376.46387504724
SZ,39.0,18706243.65326501,4325.071520017329,4325.071520017329
SZ,40.0,3255000349.3061466,57052.610363647225,57052.610363647225
SZ,41.0,722584226.4587095,26880.92681547103,26880.92681547103
SZ,42.0,72746106.90155558,8529.132834090204,8529.132834090204
SZ,43.0,22226850.89165407,4714.536126879724,4714.536126879724
SZ,44.0,111139072.83243747,10542.251791360206,10542.251791360206
SZ,45.0,7749724.547032692,2783.832708162021,2783.832708162021
SZ,46.0,18659317070.82098,136599.11079806113,136599.11079806113
SZ,47.0,240194127.63691428,15498.197560907342,15498.197560907342
SZ,49.0,18706243.65326501,4325.071520017329,4325.071520017329
SZ,50.0,15517982.592773871,3939.287066560886,3939.287066560886
SZ,54.0,23321109.550086558,4829.193467866716,4829.193467866716
SZ,61.0,17124782.210007526,4138.210024878816,4138.210024878816
SZ,63.0,439277.2730475479,662.7799582422117,662.7799582422117
SZ,64.0,3341.607422890006,57.80663822512088,57.80663822512088
TG,30.0,1340.7396902791033,36.61611244082451,36.61611244082451
TG,31.0,265569188.68463537,16296.293710062891,16296.293710062891
TG,33.0,470636833.6370396,21694.165889405373,21694.165889405373
TG,34.0,2792800400.726836,52846.95261532907,52846.95261532907
TG,35.0,31225734.322974663,5587.999134124366,5587.999134124366
TG,36.0,1578242120.6656733,39727.095547820674,39727.095547820674
TG,37.0,1314148596.9057295,36251.187524076086,36251.187524076086
TG,38.0,39106379.96528788,6253.509411945254,6253.509411945254
TG,39.0,53316381.64399652,7301.8067383351445,7301.8067383351445
TG,40.0,1152708472.9586546,33951.56068516814,33951.56068516814
TG,41.0,1424762751.6374476,37746.029614218336,37746.029614218336
TG,42.0,24634772.701651342,4963.342895836569,4963.342895836569
TG,43.0,89243079.63306467,9446.855542087254,9446.855542087254
TG,44.0,1869384096.8102455,43236.37469550662,43236.37469550662
TG,45.0,18962273.159981493,4354.569227832013,4354.569227832013
TG,46.0,4474974751.229274,66895.25208285917,66895.25208285917
TG,47.0,2268989856.4008174,47633.914980828704,47633.914980828704
TG,48.0,45551932.988584146,6749.217213024348,6749.217213024348
TG,49.0,53350720.941242464,7304.157784525363,7304.157784525363
TG,50.0,1188365721.511908,34472.68079961157,34472.68079961157
TG,52.0,252418.84584819444,502.4130231673881,502.4130231673881
TG,54.0,216241223.20571285,14705.142746866242,14705.142746866242
TG,56.0,9234348.578412486,3038.8070979271597,3038.8070979271597
TG,57.0,983103.6114411639,991.5158150232219,991.5158150232219
TG,60.0,9729.121350701851,98.63630848071034,98.63630848071034
TG,63.0,140231526.36842158,11841.93929930489,11841.93929930489
TG,66.0,270677.0324869226,520.2663091983975,520.2663091983975
TG,67.0,216.17678188026662,14.702951468336778,14.702951468336778
TG,68.0,2218960.7975813826,1489.6176682563155,1489.6176682563155
TI,30.0,127338144.24639681,11284.42042137729,11284.42042137729
TI,31.0,837032580.8210204,28931.515356458956,28931.515356458956
TI,33.0,740156283.6487379,27205.81341641411,27205.81341641411
TI,34.0,4369103799.878958,66099.19666591234,66099.19666591234
TI,35.0,162220.72232079762,402.7663371246381,402.7663371246381
TI,36.0,176991950482.97754,420704.112747876,420704.112747876
TI,37.0,10265027246.838247,101316.47075790909,101316.47075790909
TI,38.0,3522491.1932950877,1876.8300917491406,1876.8300917491406
TI,39.0,204061307.37039092,14285.002883107547,14285.002883107547
TI,40.0,48660514943.68311,220591.28483166127,220591.28483166127
TI,41.0,4516464698.917133,67204.64789668296,67204.64789668296
TI,42.0,2879006565.541275,53656.37488259224,53656.37488259224
TI,43.0,1131813242.7112722,33642.43217591844,33642.43217591844
TI,44.0,1118145401.1920118,33438.68121191402,33438.68121191402
TI,45.0,397154.78900297405,630.2021810522192,630.2021810522192
TI,46.0,44547449934.760284,211062.66826409707,211062.66826409707
TI,47.0,1004410035.3337574,31692.42867521764,31692.42867521764
TI,48.0,9654.26802102854,98.25613477553725,98.25613477553725
TI,49.0,204104383.02821606,14286.510526654718,14286.510526654718
TI,50.0,8351091717.974433,91384.30783222266,91384.30783222266
TI,51.0,2116800.8663946227,1454.9229761037602,1454.9229761037602
TI,54.0,14713205.516218904,3835.779649069913,3835.779649069913
TI,56.0,166727897.2131324,12912.315718457801,12912.315718457801
TI,57.0,678356.4498162244,823.6239735560303,823.6239735560303
TI,60.0,148800.14674234763,385.7462206455789,385.7462206455789
TI,63.0,341307131.476878,18474.499491917988,18474.499491917988
TI,64.0,2462363.1817046436,1569.191888108221,1569.191888108221
TI,66.0,59517069.84589434,7714.730704690497,7714.730704690497
TI,67.0,310498783.1807549,17620.975659161297,17620.975659161297
UR,10.0,875848654.917066,29594.74032521769,29594.74032521769
UR,14.0,109821067.56855664,10479.554740949476,10479.554740949476
UR,20.0,360203401.80657953,18979.025312343612,18979.025312343612
UR,29.0,13787489.22521252,3713.15084870148,3713.15084870148
UR,30.0,240592.5813112704,490.5023764583311,490.5023764583311
UR,31.0,685264.0883466713,827.806794093085,827.806794093085
UR,33.0,1275299.5763213935,1129.2916258971345,1129.2916258971345
UR,34.0,78783893.5942452,8876.029156905986,8876.029156905986
UR,35.0,26543652.22327098,5152.053204623471,5152.053204623471
UR,36.0,786614664.8682272,28046.651580326434,28046.651580326434
UR,37.0,2532976.032194042,1591.5326048165152,1591.5326048165152
UR,39.0,2906359.05832431,1704.804698000422,1704.804698000422
UR,40.0,65186251.2058819,8073.800295144902,8073.800295144902
UR,41.0,258935806.46019533,16091.482419596876,16091.482419596876
UR,42.0,14677954.672885666,3831.18188982012,3831.18188982012
UR,43.0,29334517.708268333,5416.134941844445,5416.134941844445
UR,44.0,50703282.90614386,7120.623772264889,7120.623772264889
UR,45.0,2835966.4161337176,1684.0327835685734,1684.0327835685734
UR,46.0,848342244.8658566,29126.315332802682,29126.315332802682
UR,47.0,10398919.261630896,3224.7355335951033,3224.7355335951033
UR,49.0,2906359.05832431,1704.804698000422,1704.804698000422
UR,50.0,219218826.37793687,14806.040199119307,14806.040199119307
UR,51.0,443410.4282389304,665.8907029227322,665.8907029227322
UR,52.0,62435.77013300386,249.87150724523167,249.87150724523167
UR,54.0,105735569.67859101,10282.780250427946,10282.780250427946
UR,55.0,1289905.6593647215,1135.740137251793,1135.740137251793
UR,56.0,6377069.7696338035,2525.286076790866,2525.286076790866
UR,57.0,4676981.306890343,2162.6329570434145,2162.6329570434145
UR,61.0,443410.4282389304,665.8907029227322,665.8907029227322
UR,63.0,156645278.02002206,12515.801133767749,12515.801133767749
UR,64.0,76436054.91806917,8742.771581030192,8742.771581030192
UR,67.0,5756818.974133699,2399.337194754772,2399.337194754772
VD,30.0,475981772.23288023,21817.00649110414,21817.00649110414
VD,31.0,978276077.634986,31277.405225417693,31277.405225417693
VD,33.0,1743247749.7091532,41752.21850044801,41752.21850044801
VD,34.0,118556848841.96796,344320.8515933474,344320.8515933474
VD,35.0,20879061639.96034,144495.88796903647,144495.88796903647
VD,36.0,41503302503.014984,203723.5933882352,203723.5933882352
VD,37.0,19974032862.748703,141329.518723969,141329.518723969
VD,38.0,182540466582.59848,427247.5471931916,427247.5471931916
VD,39.0,574047.7620160802,757.6593971014154,757.6593971014154
VD,40.0,77798701739.30191,278924.18636486493,278924.18636486493
VD,41.0,1864005574.2883227,43174.130845777574,43174.130845777574
VD,42.0,7200403496.287089,84855.19133374863,84855.19133374863
VD,43.0,2229602247.134006,47218.66418201606,47218.66418201606
VD,44.0,11611815428.738712,107758.13393307585,107758.13393307585
VD,45.0,518725404.04915714,22775.543990191698,22775.543990191698
VD,46.0,275300846546.68036,524691.1916038617,524691.1916038617
VD,47.0,19974032862.748703,141329.518723969,141329.518723969
VD,48.0,2390577.200158765,1546.1491519768606,1546.1491519768606
VD,49.0,574047.7620160802,757.6593971014154,757.6593971014154
VD,50.0,2912946580.7006235,53971.72019401108,53971.72019401108
VD,51.0,5188663.21030778,2277.8637383100377,2277.8637383100377
VD,52.0,283542067.4315079,16838.707415698744,16838.707415698744
VD,54.0,31384362.50397856,5602.174801269464,5602.174801269464
VD,55.0,69180210.5815166,8317.464191778441,8317.464191778441
VD,56.0,117419375.8299992,10836.022140527362,10836.022140527362
VD,57.0,35648873.70600205,5970.667777225764,5970.667777225764
VD,60.0,1770371.1529834822,1330.5529500863474,1330.5529500863474
VD,61.0,22262653.956334706,4718.331692063913,4718.331692063913
VD,63.0,58115749.25849775,7623.368629319833,7623.368629319833
VD,64.0,10472188.314180594,3236.07606742805,3236.07606742805
VD,67.0,35648873.70600205,5970.667777225764,5970.667777225764
VS,30.0,28042124540.83576,167457.82914165512,167457.82914165512
VS,31.0,2045631.6022045733,1430.2557820909424,1430.2557820909424
VS,33.0,431486211.1284984,20772.246174366854,20772.246174366854
VS,34.0,7403549864.521921,86043.88336495466,86043.88336495466
VS,35.0,8543558541.620444,92431.37206392884,92431.37206392884
VS,36.0,184051342221.40143,429012.05370175955,429012.05370175955
VS,37.0,5155293164.058099,71800.37022229133,71800.37022229133
VS,38.0,4346662194.9765005,65929.221100939,65929.221100939
VS,39.0,3230332823.558226,56836.016957192085,56836.016957192085
VS,40.0,1755356564.108108,41896.97559619439,41896.97559619439
VS,41.0,1919428839.000557,43811.2866622353,43811.2866622353
VS,42.0,1319366080.1054916,36323.07916608243,36323.07916608243
VS,43.0,986594935.0001794,31410.108802743416,31410.108802743416
VS,44.0,8696795799.04374,93256.61262904492,93256.61262904492
VS,45.0,19537320213.91031,139775.96436408625,139775.96436408625
VS,46.0,263581006431.62418,513401.4086770937,513401.4086770937
VS,47.0,3246430401.0451593,56977.4551997995,56977.4551997995
VS,48.0,86360578.36872368,9293.039242827057,9293.039242827057
VS,49.0,3230332823.558226,56836.016957192085,56836.016957192085
VS,50.0,2159002760.8595643,46465.07033094391,46465.07033094391
VS,52.0,1662312.3065220767,1289.3069093594731,1289.3069093594731
VS,54.0,70627381.2704131,8404.009832836531,8404.009832836531
VS,56.0,114655315.15280864,10707.72222056627,10707.72222056627
VS,57.0,120513685.00400129,10977.872517204838,10977.872517204838
VS,60.0,445410.32896472747,667.3906869029021,667.3906869029021
VS,63.0,2387640927.302628,48863.49278656437,48863.49278656437
VS,64.0,453523886.4369571,21296.100263591856,21296.100263591856
VS,66.0,423698882.09148085,20583.947194148182,20583.947194148182
VS,67.0,335816292.5983876,18325.291064493016,18325.291064493016
ZG,30.0,177759418.12876517,13332.644828718912,13332.644828718912
ZG,31.0,422071576.7541525,20544.380661245363,20544.380661245363
ZG,33.0,945045064.383543,30741.585261393775,30741.585261393775
ZG,34.0,1866396610.2386012,43201.81258047631,43201.81258047631
ZG,35.0,273381.205680825,522.8586861483942,522.8586861483942
ZG,36.0,7810403821.986259,88376.48907931487,88376.48907931487
ZG,37.0,190641085.26844704,13807.28377590781,13807.28377590781
ZG,38.0,1529681.50279499,1236.8029361199747,1236.8029361199747
ZG,39.0,4415673.566537463,2101.350414980201,2101.350414980201
ZG,40.0,4687736828.728295,68467.0492187906,68467.0492187906
ZG,41.0,534819403.60057026,23126.16275132064,23126.16275132064
ZG,42.0,75888756.17183883,8711.415279496141,8711.415279496141
ZG,43.0,71686478.31213644,8466.786776111492,8466.786776111492
ZG,44.0,390731857.372365,19766.938492653964,19766.938492653964
ZG,45.0,226501.0018725167,475.9212139341098,475.9212139341098
ZG,46.0,658208622.603463,25655.576832405524,25655.576832405524
ZG,47.0,714640716.26888,26732.764845202226,26732.764845202226
ZG,49.0,4415614.076169318,2101.33625966177,2101.33625966177
ZG,50.0,2084694.2124220203,1443.847018358254,1443.847018358254
ZG,54.0,315846.55747236783,562.0022753266821,562.0022753266821
ZG,56.0,8368872.670110567,2892.9003906305807,2892.9003906305807
ZG,57.0,20471.550903848354,143.07882758762162,143.07882758762162
ZG,60.0,3119.920786235596,55.856251093638534,55.856251093638534
ZG,63.0,15907748.998403331,3988.451955132885,3988.451955132885
ZG,64.0,3341737.776239257,1828.0420608506952,1828.0420608506952
ZG,67.0,77758.27802158103,278.85171332014625,278.85171332014625
ZH,30.0,346615652704.07367,588740.7347076247,588740.7347076247
ZH,31.0,260599179510.8197,510489.1570942714,510489.1570942714
ZH,33.0,1216702804738.4949,1103042.5217272881,1103042.5217272881
ZH,34.0,191734506444.75955,437874.9895172817,437874.9895172817
ZH,35.0,14498530.693576714,3807.693618659032,3807.693618659032
ZH,36.0,103408313655.93825,321571.6306764921,321571.6306764921
ZH,37.0,2206986721506.944,1485593.0538027377,1485593.0538027377
ZH,40.0,982223997016.1794,991072.1452125367,991072.1452125367
ZH,41.0,57535191105.3881,239864.9434690032,239864.9434690032
ZH,42.0,192659208491.87976,438929.61678597145,438929.61678597145
ZH,43.0,1474345054.6070883,38397.201129862166,38397.201129862166
ZH,44.0,47442301087.581604,217812.53657120292,217812.53657120292
ZH,45.0,1705928154.488751,41302.88312562152,41302.88312562152
ZH,46.0,34429695424.92643,185552.40614157077,185552.40614157077
ZH,47.0,1041637061.317035,32274.40257103197,32274.40257103197
ZH,50.0,25669754671.774834,160217.83506144013,160217.83506144013
ZH,51.0,71902.92966484014,268.1472164033036,268.1472164033036
ZH,52.0,1470242.2849889689,1212.5354778269248,1212.5354778269248
ZH,54.0,5081501724.003516,71284.65279429729,71284.65279429729
ZH,55.0,251253257.7555269,15850.970246503111,15850.970246503111
ZH,56.0,1163346531.8272057,34107.86612831717,34107.86612831717
ZH,57.0,56420999.72901954,7511.391331106344,7511.391331106344
ZH,60.0,2855713.3018907732,1689.8855884025916,1689.8855884025916
ZH,61.0,14645154.316144556,3826.8987857199145,3826.8987857199145
ZH,63.0,26669172.09325601,5164.220376131911,5164.220376131911
ZH,64.0,5764912548.837235,75927.02120350327,75927.02120350327
ZH,65.0,55622686.259686805,7458.061829972101,7458.061829972101
ZH,66.0,6930852.523896704,2632.6512347625358,2632.6512347625358
ZH,67.0,56420999.72901954,7511.391331106344,7511.391331106344
