Canton,Year,Einwohner in 1000,Veränderung in %,pro km²,Altersverteilung in % 0–19,Altersverteilung in % 20–64,Altersverteilung in % 65 und mehr,Städtische Bevölkerung in %,Ausländer in %,Bevölkerungsbewegung (in ‰) Rohe Heiratsziffer,Bevölkerungsbewegung (in ‰) Rohe Scheidungsziffer,Bevölkerungsbewegung (in ‰) Rohe Geburtenziffer,Bevölkerungsbewegung (in ‰) Rohe Sterbeziffer,Anzahl Privathaushalte in 1000,Durchschnittliche Haushaltsgrösse in Personen,Deutsch,Französisch,Italienisch,Rätoromanisch,Englisch,Römisch-katholisch ,Evangelisch-reformiert,Ohne Religionszugehörigkeit,Siedlungsflächen in %,Veränderung in %,Landwirtschaftsflächen in %,Veränderung in %,Wald und Gehölze in %,Unproduktive Flächen in %,Nettoerwerbsquote (15-64-Jährige),Arbeitslosenquote (gemäss SECO),Bruttoinlandprodukt pro Einwohner in Fr.,Veränderung des kantonalen BIP in %,"Beschäftigte, Total in 1000",im 1. Sektor,im 2. Sektor,im 3. Sektor,"Arbeitsstätten, Total",im 1. Sektor,im 2. Sektor,im 3. Sektor,Anteil Biofläche an der gesamten landwirtschaftlichen Nutzfläche in %,Landwirtschaftliche Nutzfläche pro Betrieb in ha,Leerwohnungsziffer,Wohneigentumsquote,Durchschnittliche Wohnfläche pro Bewohner in m²,Neu gebaute Wohnungen pro 1000 Einwohner,Ankünfte in Hotels und Kurbetrieben in 1000,Logiernächte in Hotels und Kurbetrieben in 1000,Personenwagen pro 1000 Einwohner,Hauptverkehrsmittel der erwerbstätigen Pendler in % Öffentlicher Verkehr ,Hauptverkehrsmittel der erwerbstätigen Pendler in % Motorisierter Individualverkehr,Sozialhilfequote,Ärtze im ambulanten Sektor pro 100 000 Einwohner,Spitäler Betten pro 1000 Einwohner,Spitäler Hospitalisierungsrate der Akutpflege (pro 1000 Einwohner) ,Spitäler Durchschnittliche Spitalaufenthaltsdauer bei der Akutpflege in Tagen,Ohne nachobligatorische Ausbildung (ab 25 Jahren),Sekundarstufe II (ab 25 Jahren),Tertiärstufe (ab 25 Jahren),Hochschulabschlussquote,FDP,CVP,SP,SVP,EVP/CSP,GLP,BDP,PdA/Sol.,GPS,Kleine Rechtsparteien,gemäss Strafgesetzbuch (StGB) ,gemäss Betäubungsmittelgesetz (BetmG) ,gemäss Ausländergesetz (AuG)
ZH,2017,1466.424,6.7990805991,882.9252138939,19.6164274453,63.4999154406,16.8836571142,96.5494972805,26.1215037397,5.8912831668,2.1470911961,11.5806971901,7.6600413763,655.098,2.1946487396,83.07002684447097,3.0162723082145395,5.8701987015606525,0.38856428816235905,7.913789399631687,27.118327213930918,29.623619854741403,26.952127633406526,21.8601960841,18.3113142571,41.6542788559,-7.5815517286,30.3508112329,6.1347138271,83.7754264513061,3.6634228035,96410.65099,2.82154,993.997,11.843,145.744,836.41,116299.0,3821.0,13486.0,98992.0,10.9327302563,20.4625034732,0.8521399861,28.5,44.39,5.7876564105,2917.409,5011.715,500.3595247083,40.374417215176095,37.3548836409563,3.2,256.5424461138,4.3577917916,136.8240416938,5.8435834968,16.281342278883987,43.80964423584716,39.90901348526885,22.73,15.3216,4.1839,21.392,30.6816,3.1175,8.1599,3.6228,0.24,6.8892,2.2369,63.9317898661,11.3222627379,6.4984091032
BE,2017,1017.483,3.8457770039,174.211625717,19.0775668979,60.7757574328,20.1466756693,73.1464800886,15.4760325234,4.9356135302,2.059301367,9.9383245654,9.5160049751,458.019,2.1788069927,84.72264801349843,10.336196990936301,3.1103955217418777,0.13748832811852782,3.4746518327486666,15.825667140172568,52.08841845128467,18.519385269207998,6.9129442561,19.3141996583,42.578783099,-3.1678490606,31.3323488942,19.1759237507,84.18102832802961,2.7181408958,76307.02387,1.58814,624.614,34.521,133.086,457.007,79167.0,11352.0,11882.0,55933.0,10.9296707163,17.5982306859,1.6887564991,39.8,45.03,4.2004402537,2548.602,4974.936,514.9759564422,28.077861467592246,45.500455517814686,4.2,217.4974913586,4.7213127586,151.7597268921,5.2975326132,18.201052532908392,51.738286219317864,30.060795157812983,24.0,9.3306,1.8348,19.6774,33.1227,4.3075,5.9978,11.756,0.5208,8.5068,3.2853,55.413119243,13.4810356067,2.645088556
LU,2017,398.762,5.6015465692,279.0223491051,20.6616979552,62.3682798261,16.9700222188,62.7146016922,17.870057829,5.3417968504,1.6537134185,10.5676320891,7.9080777346,169.665,2.3071523296,89.94288507318133,1.5444865841773852,3.1692297480365803,0.22815169096992793,3.6552949731019773,62.36539674206561,10.64938434755323,16.36178217881528,9.6338262081,31.7187070781,53.4494535519,-3.9628974627,29.9320957891,6.9846244509,83.93430758500864,2.062311945,65119.48638,2.1942,243.085,14.006,56.176,172.903,31281.0,4871.0,4589.0,21821.0,7.8682945343,16.3053436368,1.0498287122,34.8,45.6,7.0602426737,1162.027,2030.219,529.8020293763,22.670951422926148,51.99632735177759,2.2,166.2645889027,3.8133392061,110.9998884958,6.0692275474,20.184428752871803,49.58959149136788,30.22597975576032,24.43,18.4659,23.8516,13.5591,28.515,0.631,5.7691,1.3672,0.0,7.0727,0.0873,52.0091027967,7.4403705994,2.1540582457
UR,2017,35.973,1.5555304613,34.0212035522,20.5292858533,59.9783170711,19.4923970756,87.8603396992,11.4891724349,4.4456175935,1.3336852781,8.946805407,10.1971353552,14.881,2.366238828,93.57083124268273,1.1130636561297875,2.1166318113396887,0.0,1.887040006690082,78.88275631376484,5.19150359591905,9.757484529185483,1.855430642,23.5767326733,24.1763448853,-5.5186435755,20.0984855524,53.8697389204,84.0881837794995,1.0462271846,51331.87514,-0.86145,18.143,1.629,5.429,11.085,2804.0,619.0,429.0,1756.0,14.0696881669,11.5534246575,1.3932133622,47.0,44.82,7.6094201289,141.282,241.394,537.2694956676,10.984924623115578,58.02010050251256,1.1,86.1757429183,2.054338001,96.6451899578,5.8011712214,29.444703686420905,51.322134079950224,19.237050863275783,23.38,0.0,26.8469,0.0,44.0845,0.0,0.0,0.0,0.0,26.2828,0.0,17.7738280382,4.9711175294,3.6658520329
SZ,2017,154.093,5.018060383,180.9835333913,20.0080470884,63.1651015945,16.8268513171,80.3391458405,20.2293420207,5.5270944951,1.916233233,10.4741047802,7.5867193305,65.059,2.3280868135,89.6134797671733,1.7221735659533572,2.8057013090689256,0.46703788471822855,5.3393580989436,61.64792323849236,11.926555730373654,17.060524092603643,6.0603724547,31.4695340502,40.5438146317,-3.5009564739,33.7367708115,19.6590421021,83.12630756065845,1.7533994864,58788.11775,1.47115,79.281,4.471,20.575,54.235,14943.0,1699.0,2428.0,10816.0,11.3116546682,14.8936835675,0.9287802285,41.6,48.28,7.2532551274,328.39,591.169,630.9153634156,15.915659029431485,57.87691027211985,1.4,144.0688415437,1.7600469609,90.3449223941,4.6628528364,21.971195588932947,47.96498357486193,30.06382083620512,21.87,20.6033,19.4539,13.0872,42.6342,0.0,2.815,0.0,0.0,1.4064,0.0,26.983680176,3.2273057561,2.2257281077
OW,2017,37.076,4.189967683,77.1356052095,20.6467795879,61.8594238861,17.4937965261,27.1981875067,14.4567914554,4.6272493573,1.6777161413,9.7145176566,7.3061831958,15.471,2.359705255,91.75154395835354,1.2815940763733955,1.812148640346623,0.0,3.5179616516312606,72.78429850939308,7.495069033530572,12.565072590293271,3.8296918311,34.2142857143,36.857981412,-4.3278133432,40.6958258601,18.6165008968,83.23422667051219,1.0067300752,64252.80979,0.48307,21.697,1.749,7.225,12.723,3694.0,679.0,560.0,2455.0,31.6612358643,12.0203081664,0.6146753746,41.7,46.74,9.3120486507,379.875,663.433,591.0571754357,11.19737666972079,60.2015720692482,1.0,118.6751537383,2.1268318952,76.8311885758,4.7558057706,22.27614747930775,50.526711813393526,27.197140707298722,30.36,0.0,0.0,0.0,34.529,0.0,0.0,0.0,0.0,0.0,0.0,38.2255524787,4.018026823,1.194548515
NW,2017,42.42,3.4028861154,175.7686251761,18.6303630363,62.3833097595,18.9863272041,50.1296558227,13.9226779821,4.7573964497,1.7278106509,10.0828402367,7.1952662722,18.375,2.2760816327,92.12240485627963,2.1139673476175953,2.5488523435984143,0.0,4.293594256728664,66.4523103362253,11.359037613992294,15.605510436011864,5.370732768,27.7586206897,37.0261651084,-3.4486016629,33.311589476,24.2915126477,85.6020756850625,1.1491941896,69559.05378,1.4901,23.469,1.324,6.97,15.175,4077.0,479.0,585.0,3013.0,17.1072734695,13.3376666667,1.3939907695,40.1,48.42,6.4876425856,131.144,212.706,619.0351711027,13.599511102057445,62.305968629048685,0.9,122.5836869401,1.8298479087,84.1967680608,4.8748091603,19.614833678179213,49.03708419544803,31.348082126372752,27.27,0.0,0.0,0.0,82.8175,0.0,0.0,0.0,0.0,0.0,0.0,25.4990494297,3.897338403,1.2357414449
GL,2017,40.028,3.6779941981,58.7989893648,19.3914260018,61.5519136604,19.0566603378,74.3404616768,23.2512241431,4.6353135727,2.0044599233,10.247801358,8.8697351607,17.43,2.2480780264,86.83278259057485,1.4900811229198296,5.894436009645441,0.5133140722217261,2.3540141109225687,35.50951147628829,33.02968056920008,17.73391682295853,2.9105816787,17.1462125661,30.0424551012,-3.9298049099,30.8288227828,36.2181404374,84.07236228253218,2.3577311961,67378.92027,1.80648,21.778,1.09,8.322,12.366,3303.0,393.0,614.0,2296.0,25.3667841653,18.3832,1.6918319083,46.6,49.05,3.2668241443,60.456,128.012,578.3032617983,14.68244935124061,59.312542681538815,1.9,152.3933246727,3.6680686357,114.2634568025,6.3647085002,30.21085378499827,46.34289664707916,23.44624956792257,25.14,0.0,0.0,45.0033,0.0,0.0,0.0,51.4663,0.0,0.0,0.0,30.6327587073,7.0864954516,2.538071066
ZG,2017,122.134,7.9828477963,589.5067091418,20.2318764636,63.3992172532,16.3689062833,96.7118083417,27.0006713937,5.4577806402,1.8330216371,10.6926262163,6.0687878525,52.273,2.2976871425,82.58927253584186,3.460694500477236,3.8395308333415334,0.46330459425152765,10.083934387515129,50.54267074694717,14.67326596278548,21.750125458785558,13.849440744,27.4971075974,43.4250764526,-6.0204914317,27.3511792552,15.3743035482,82.06854198670781,2.3636654868,150612.94819,1.01084,107.592,1.905,22.096,83.591,17555.0,606.0,1639.0,15310.0,14.4167058602,18.5532286213,0.3446093256,34.9,46.98,11.4498413677,157.942,327.445,640.8330488221,27.982717520858163,46.351311084624555,1.7,200.5993417067,4.2635045674,97.8274446452,5.031839976,14.675534420493035,43.13496781139948,42.189497768107486,26.84,17.6401,26.4429,13.7528,30.4596,0.0,3.5805,0.0,0.0,7.1575,0.0,44.7667979582,5.0046215723,4.1635786791
FR,2017,307.461,10.4016977087,192.9372858595,22.8367175024,62.1558506607,15.0074318369,71.6936456982,21.8821248874,4.3317540821,1.9546917513,11.1027801152,6.7088164129,124.181,2.429526256,27.82062507746498,68.12040957487216,2.5216602095852676,0.1110527601524111,3.5292047994306577,61.66452763350966,12.008172306117634,16.455761995577998,8.374566972,34.6449874928,56.2532533191,-4.3107045091,26.9491495001,8.4230302088,80.80530742304131,2.8265087215,58369.34007,2.39022,147.804,9.06,37.162,101.582,21335.0,3036.0,3416.0,14883.0,5.5745273895,26.0066100687,1.2357534381,43.2,44.17,7.0374484552,281.938,451.868,581.8568975235,16.195029156150145,63.7419338795708,2.5,134.6512240577,2.7980647615,96.2169182239,6.4760897978,29.18314160355529,42.160129317454555,28.656729078990153,30.15,14.1814,22.673,24.1981,25.9348,2.4898,3.1944,1.2854,0.0,5.2855,0.7576,51.3849105239,10.1424959704,5.4783322401
SO,2017,266.418,4.3614170884,337.0545146313,19.242693812,61.8347859379,18.9225202501,84.6008903302,21.4185978425,4.7195347618,1.9466666164,9.5673382541,9.4315243041,117.233,2.2369213447,89.64654988629903,2.963775582717453,4.301538516202387,0.14448665346077316,3.1378801876065947,35.655912450255826,21.29050596930074,28.676627345082434,13.856801245,24.3896900193,42.310563407,-5.7817474853,42.7420069082,1.0906284398,82.37929045283728,2.9556259577,65587.93219,1.98436,138.669,4.202,39.668,94.799,18313.0,1462.0,3249.0,13602.0,11.8067208759,22.7799945809,2.6241926722,49.2,49.08,6.3552493374,211.684,395.67,577.8309488509,20.458526604913185,58.10689611681778,3.5,168.1568062218,2.666744652,97.129899628,5.9716675029,20.5282420085481,53.49166943925473,25.98008855219717,23.04,21.2244,14.7994,20.0285,28.8292,1.2026,3.4502,3.4206,0.0,5.5553,0.5052,60.7388925333,7.8947667783,2.5898778624
BS,2017,191.817,3.7128953771,5191.2584573748,16.7894399349,62.9652220606,20.2453380045,98.7060583786,35.164766418,4.9948090597,2.1548286205,10.6276984391,11.2239374263,96.19,1.9389749454,78.63388349574556,5.24806742836663,6.343654800378172,0.20436331110850206,9.723724131964827,17.41508116491896,16.86697851462328,46.23650598463829,71.0654407788,1.3107170393,12.0335316387,-5.6722689076,12.4121146566,4.4889129259,79.09006434958201,3.8668281751,163632.43847,1.31854,191.441,0.104,36.441,154.896,17290.0,22.0,1587.0,15681.0,27.1991769162,38.8781818182,0.418572778,16.0,41.43,1.9781718963,647.146,1201.796,344.9522510232,46.04889141557703,17.002505632408987,5.9,423.3201436786,11.5120820794,156.0394584951,6.0158658497,21.2928334911758,37.36096613414997,41.34620037467423,24.21,21.3624,6.447,33.3103,17.6484,2.3182,4.8028,1.1003,0.0,11.1801,0.459,109.9853080071,17.0899359849,8.8834085423
BL,2017,283.231,3.2167898427,547.1265478007,19.2196475668,59.5552746698,21.2250777634,95.8998132267,21.799167464,4.5489006823,1.8599477089,9.0340317289,8.9454627904,124.693,2.2371023233,87.96628249911105,3.2608923006128556,5.499801292643645,0.13513938798134242,5.357568658620761,27.790583362965133,30.314375954318226,28.577046162856366,17.4315293391,17.4235523748,40.506818094,-5.6727698052,41.3315563797,0.7300961873,80.29445860134156,3.0051268055,68537.2337,3.26583,147.262,3.332,38.916,105.014,19383.0,990.0,3129.0,15264.0,14.8949917581,23.0995299145,0.4721262517,45.4,47.33,4.2516734743,143.85,292.377,515.4727498303,33.24069590360093,43.825224049238194,2.8,235.849889313,4.0316877942,92.0401989328,5.6095634475,17.238037495166303,51.26344483856646,31.49804026409888,30.6,15.7953,9.0945,22.1689,29.7852,2.1876,2.7408,2.8278,0.0,14.1943,0.4474,45.4744206384,2.7372814174,1.0629183686
SH,2017,79.836,4.557598617,267.7802374723,18.8285986272,60.6255323413,20.5458690315,88.6116538905,25.2667969337,4.5964597213,1.8586777015,8.7910431829,9.3310644069,36.053,2.1733558927,86.94427143577424,1.9055669246967406,4.342023311682534,0.2783676187086633,4.411721090251208,22.60729009105199,36.24284485571077,23.06255004893674,11.4030090809,14.5069000337,43.8896893744,-3.8884812913,43.3569011158,1.3504004289,80.28051076782977,3.3006402338,85528.57721,0.47896,45.628,1.931,13.333,30.364,6553.0,603.0,992.0,4958.0,5.3804441881,27.2277486911,1.6810841277,42.5,50.39,5.3389072869,85.892,152.18,557.7647103265,28.685793844164884,47.879270051215755,2.6,189.1377323513,3.6321197576,117.4685520732,6.6204540677,18.31647767902748,55.02604964756359,26.65747267340893,25.75,12.9019,0.0,28.8134,45.2923,0.0,0.0,0.0,0.0,3.4235,5.1271,45.7584648123,9.531964189,9.7963912009
AR,2017,54.543,2.8783220476,224.6046779773,20.3564160387,60.8620721266,18.7815118347,75.4762297637,15.6903727334,5.2851105362,2.1913872955,10.2755807637,9.3548297992,23.129,2.3147131307,93.7754788936133,1.1076448735370183,2.5270678998816463,0.5028516416078552,3.1867794678472805,28.608688028755534,40.12843554113883,18.460965239118046,9.1840935287,21.912568306,54.7917009715,-2.8390016056,34.5010703112,1.5231351885,82.5663459111785,1.8224968057,56663.34619,2.32169,26.325,1.728,7.688,16.909,5145.0,750.0,864.0,3531.0,18.635925374,16.3655724138,1.9904374004,49.1,49.72,5.6784551642,56.797,117.948,571.0639242379,17.729003808378433,56.52769426070689,2.0,166.8408411712,8.8818123219,94.0182006511,4.7160635102,15.6218803593826,54.57291320039931,29.80264673509612,26.3,33.5817,0.0,28.5521,36.0937,0.0,0.0,0.0,0.0,0.0,0.0,36.2533293874,4.7166321397,1.1282923942
AI,2017,15.974,1.8230494646,92.6136363636,22.1359709528,59.5592838362,18.304745211,0.0,10.8551396019,5.3412089984,0.9425662938,11.3736332789,8.6087721503,6.29,2.4898251192,95.01479626678807,0.0,1.4464227179603917,0.0,2.3198393656574856,72.23613324227938,11.351392366643903,8.255558084831929,4.716050815,39.5547945205,53.7212135275,-2.7296587927,31.9508092117,9.6119264458,84.96229058118918,1.0892678526,61066.96617,3.71078,8.795,1.077,2.837,4.881,1877.0,496.0,309.0,1072.0,5.2676632704,15.1250526316,3.6298107865,57.0,47.47,3.3430049199,88.79,154.17,583.1966696102,12.359550561797754,63.662921348314605,0.8,125.2034556154,2.2707203229,37.4668853286,5.9562433298,21.089360159506978,54.205183976798985,24.71451876019576,32.38,0.0,76.3081,18.0685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4903494386,3.3430049199,0.0
SG,2017,499.065,4.2091679595,255.7995899539,20.7774538387,61.7610932444,17.461452917,81.3218719005,23.5145722501,5.1804774201,1.8816169442,10.7811022134,7.9305329539,213.233,2.2961596001,88.7833671849747,1.2140758501908073,3.484226421648326,0.28247224728262177,3.0944098959363555,45.56559579692875,21.321468373239675,17.17098375603661,9.5571543238,24.196645756,46.4975649151,-4.3258853929,30.4988846375,13.4463961236,82.14080246756056,2.5170903665,72624.13073,1.4796,294.268,11.784,88.523,193.961,38294.0,4260.0,6821.0,27213.0,11.4409898636,17.4014858949,1.7729270978,41.2,46.87,5.834731679,440.371,967.631,548.7168834102,19.636051438063422,53.826312547826575,2.2,190.5563403565,4.5253961083,125.3509309755,6.559081181,21.70912306375381,51.94267326984414,26.34820366640205,22.48,14.2935,16.5525,14.1798,35.7979,1.7509,4.8875,3.6347,0.0,5.746,1.2088,37.4608732131,8.7450385621,4.3422666107
GR,2017,196.61,2.0709060798,27.6705041236,18.3820761914,61.5609582422,20.0569655663,43.8736585118,18.2701795433,4.7287106111,1.8344135991,8.9070971424,8.8357588358,89.406,2.1660962352,74.71980371371741,1.4661918317273908,13.34282209173525,15.901809216403246,2.8061315642158675,45.078550244762326,32.69095630009886,14.485641801355424,1.9511611541,22.8118355776,28.7618578466,-6.0242903064,27.6409570725,41.6460239268,82.77098165525713,1.7102098555,70967.57584,1.31107,128.322,7.281,26.71,94.331,20787.0,2620.0,3014.0,15153.0,62.0905432794,23.2096622767,1.5316320503,44.8,45.96,9.066497861,1658.854,4717.301,557.7836088337,16.89879982219588,47.111609127278115,1.3,174.4570469457,5.7484930781,131.6939444371,5.6985666232,21.491440706320972,52.3472335079106,26.160642954202487,27.22,13.2638,16.8097,17.6204,29.7324,0.0,7.8715,14.4785,0.0,0.0,0.0,36.174101263,8.2394862318,1.2915675444
AG,2017,653.675,6.9029185597,468.5540001004,20.3679198378,62.7585573871,16.8735227751,82.8442268712,24.2319195319,5.0825588628,2.0031533113,10.3267865171,7.4998922208,279.813,2.3066369325,87.81417647639631,2.137844529041554,4.887677224239631,0.1985716009698193,4.2131554599876395,33.40921474622696,25.1182104420138,26.225347683148474,16.9899212935,23.4730848861,44.0592613697,-6.9038695986,36.3973075964,2.5535097404,82.68527439070994,3.1555568183,61959.29325,1.10834,333.142,11.074,97.922,224.146,45066.0,3635.0,7409.0,34022.0,8.3682987502,17.8506429117,2.1802567271,48.9,49.42,7.6509777971,324.326,701.991,585.9158159984,22.992951837556635,56.47899535716284,2.2,165.0667380579,4.5394755711,118.1802543714,5.310046391,19.17358713897881,50.62057839211961,30.206045084340953,23.03,15.1447,8.5885,16.0765,37.9949,3.3365,5.1764,5.1263,0.0,5.4699,1.1261,41.6503300133,5.6843805064,3.6170512819
TG,2017,267.429,7.6415610761,309.8291142907,20.6002340808,62.687666633,16.7120992862,65.4801835253,24.2180167446,5.3279413813,1.8186541959,10.4864429308,7.30850475,113.928,2.3124429464,89.53192099123667,1.3053193442505497,4.1389594164349335,0.24348731175862112,2.9487231155711386,32.661642418624645,33.91860001701617,19.166924148183973,12.2742080261,26.5357031494,51.9389617856,-4.8343281651,21.3895976843,14.397232504,82.76786692752015,2.5275986463,60533.09846,1.93058,132.23,8.864,40.632,82.734,20490.0,2770.0,3649.0,14071.0,11.3844223701,18.5963120301,1.7967689543,46.9,50.69,7.6478863093,197.904,418.162,620.6200968404,16.240363089527154,58.46721238968161,1.8,161.1642716385,5.5942734527,105.6523074473,6.2447260322,19.72414871982062,53.22730354069979,27.048547739479584,22.44,13.0075,13.1289,12.6932,39.8656,2.3463,6.1675,3.761,0.0,5.4374,3.4295,41.3789703981,5.2211896122,3.0447460121
TI,2017,351.946,5.4510371442,128.4183870803,18.4468640075,59.7512118336,21.8019241588,90.4965534485,27.7480067965,4.3285790158,1.9136875649,8.4207948353,9.3804863671,160.198,2.1599770284,10.869012321716607,4.8590799874172586,88.51891761650748,0.1257068488933211,3.1821619559470187,67.75371291270389,4.148623595317614,17.75538614961415,5.6470797404,21.6282453856,12.9437283314,-16.134531214,50.693572762,30.7156191661,73.13448122194728,3.5073278067,82438.45822,2.59928,225.748,3.35,53.192,169.206,37523.0,1214.0,5555.0,30754.0,16.7444760774,12.6249222124,1.2070879166,39.2,46.91,6.8157881968,1039.753,2180.345,634.3221173469,15.994748958353151,62.31236087593463,2.6,214.521545919,5.4372179711,165.1858215622,7.0392490578,25.049983655534692,44.7956181628821,30.154398181583208,26.95,23.7298,20.0804,15.9328,11.3039,0.0,0.8482,0.0,0.5203,3.5281,21.6847,47.9645396346,8.2600046238,3.2480598693
VD,2017,773.407,8.4294969304,274.148919578,22.0625104247,61.651497853,16.2859917223,86.9112899159,33.5745603544,4.4603620021,2.3428953783,10.926127779,7.2958126935,333.955,2.263101316,6.311160187335796,83.3217517673787,5.267867341887826,0.057369743872875655,8.174047138559951,30.43730723832007,24.22990518981076,30.253430047341634,9.3209970706,24.7780972622,42.4078749521,-5.1017493504,32.1370645132,16.1340634641,78.50764543823514,4.7217016161,68084.26271,2.21146,431.281,13.421,73.876,343.984,58347.0,3951.0,7979.0,46417.0,5.6578625498,29.9048781963,0.8086972429,31.2,42.36,6.1645868519,1278.185,2674.26,530.2398331595,27.852611339133375,51.70831814652235,4.8,242.8216967263,4.7668496914,132.3219243387,6.1859693055,25.2159406309077,37.47396214257544,37.31009722651686,26.76,26.8365,4.0533,22.2042,22.5585,1.0609,3.8918,1.8085,2.8771,11.2503,0.8272,76.6213231142,14.9767678864,5.855963522
VS,2017,335.696,7.3595067224,64.3838296273,20.061901244,61.190183976,18.74791478,73.0136790429,22.9624422096,4.4826723439,2.0795284804,9.7294365646,8.168291985,143.235,2.2936223688,25.516243165004827,67.73274722132876,4.17175940816983,0.071937975769272,3.317965762481684,72.82370179764841,5.928308495050213,12.774740002144313,3.5337440691,34.6288464343,18.9872472855,-10.5499499554,23.9763664238,53.5026422216,78.98668577160132,3.9484424003,52532.31818,0.83035,171.865,9.493,38.008,124.364,28652.0,3377.0,4324.0,20951.0,18.6358282899,11.8217853651,1.8115393584,57.2,44.35,8.5573135039,1532.132,3738.426,631.2910119573,13.008012878269122,63.24707776216047,1.8,156.3914970688,3.9106064284,107.4984250806,6.1183659418,30.220745351369896,44.04822424189822,25.731443710142052,25.12,18.1378,39.7915,13.2567,22.1426,1.4139,0.0,0.0,0.0,4.8868,0.0,41.300566971,12.7380087593,2.4957575136
NE,2017,178.107,3.4994334195,248.4855671973,21.4011801894,60.1133026776,18.485517133,88.8078514601,25.5750756568,4.017623525,2.4533387352,10.0328049652,9.312558731,80.449,2.1739984338,5.229055900790035,87.75105043445153,5.761412001468569,0.0,3.7264927047497314,23.36995689479338,21.099794672359636,42.33080866455447,8.3526537531,18.4131471992,41.6947124374,-2.4582276266,38.4787973974,11.4738364121,79.01942143256998,5.8074312476,83834.80883,2.8993,105.639,2.424,35.899,67.316,13312.0,892.0,2473.0,9947.0,6.9549442551,38.0860121103,1.1519721203,29.6,43.91,3.2313184117,128.257,223.964,542.8107394813,23.24588092117581,56.01245085190039,7.2,206.6173704571,4.0241729717,112.0359561714,5.9078410183,28.824282115068232,41.895232115465625,29.280485769466146,28.92,24.4252,3.5698,23.6589,20.3845,0.0,3.3845,0.9583,12.2215,9.3088,0.0,87.9505095107,10.3537532355,2.2669982575
GE,2017,484.736,5.9034552068,1972.0748576078,21.1312962107,62.3665252839,16.5021785054,96.8430238315,40.6850326776,4.7748671945,2.3780792645,11.2002544379,7.0781117967,192.973,2.3785244568,5.058756362003047,80.95011323756619,6.730397183807433,0.045315806990153605,11.335120962614015,34.52352283827186,9.386136042015602,38.88201917327106,33.3557665061,14.7890758352,39.533153868,-9.546191248,12.3937376027,14.7173420232,76.05249061426429,5.5280318043,102112.94446,1.61332,339.95,1.779,46.927,291.244,38662.0,419.0,4307.0,33936.0,6.8260671142,29.4922702703,0.4549874812,18.3,36.66,3.3285503315,1421.067,2952.659,463.2382668077,39.39838840192074,34.1977623692333,5.5,370.9235542646,5.1546402698,143.2261172848,5.8351359076,25.23594170833425,31.512321138428565,43.25173715323719,28.58,20.5118,12.0521,19.9357,17.6318,0.5886,2.2692,1.0251,6.0605,11.4676,8.1087,123.1710254826,19.3763943149,21.6491929994
JU,2017,72.782,3.9267763308,86.7992033488,21.690802671,58.3578357286,19.9513616004,52.2148333379,14.3181006293,3.9671607251,2.1351038625,9.6424045402,9.6010799493,30.121,2.3762491285,7.719594874600095,90.37744293599881,3.0599897226780715,0.0,1.9261690453694036,67.32806206176339,8.790425514280505,14.474447593946326,6.695603439,37.5888262681,48.7365998498,-1.5608816091,43.5160563313,1.0517403799,77.60439467267022,4.6192109458,64606.10026,3.41638,42.346,3.072,16.089,23.185,6406.0,1085.0,1236.0,4085.0,12.1990423175,39.3602596474,2.0929169021,54.2,45.32,5.3583759149,65.348,106.699,579.8784698246,14.781955321792909,62.72866514464064,2.8,141.5185073232,4.7645352852,117.718547162,5.8333333333,31.305383144005933,45.1848381933872,23.509778662606863,27.96,16.7815,27.6328,23.7114,12.8474,6.6153,0.0,0.0,3.7786,7.2752,0.0,49.82737191,6.6841596465,2.9139621599
