Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Highest education level completed,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
65eb272fb11dbc2195ba27af,597b50cb1fc28a0001917d9a,AWAITING REVIEW,Not Applicable,2024-03-08T14:56:52.617000Z,2024-03-08T14:57:17.064000Z,,2024-03-08T14:57:18.108776Z,25,C21PHUAV,157,Graduate degree (MA/MSc/MPhil/other),24,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65eb27401f55edd3d7eb46d5,5fa1db108aaea037919570d4,AWAITING REVIEW,Not Applicable,2024-03-08T14:57:07.879000Z,2024-03-08T15:00:50.810000Z,,2024-03-08T15:03:10.545459Z,223,C21PHUAV,514,Graduate degree (MA/MSc/MPhil/other),41,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
65eb2745d03d5d3e2d06e644,63fab901a6a29bd9c8b39f89,AWAITING REVIEW,Not Applicable,2024-03-08T14:57:09.437000Z,2024-03-08T15:12:29.806000Z,,2024-03-08T16:16:03.401892Z,921,C21PHUAV,487,Graduate degree (MA/MSc/MPhil/other),44,Female,White,Australia,Australia,Australia,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
65eb2748d3f8dd04c5f32cf2,6346884b98f7b764ae2d2b0a,AWAITING REVIEW,Not Applicable,2024-03-08T14:57:35.520000Z,2024-03-08T14:58:24.844000Z,,2024-03-08T15:02:56.950670Z,50,C21PHUAV,181,Graduate degree (MA/MSc/MPhil/other),22,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
65eb274baea1a885e88c677f,5d59b9c062caf9001da76564,AWAITING REVIEW,Not Applicable,2024-03-08T14:57:19.790000Z,2024-03-08T15:12:42.123000Z,,2024-03-08T15:14:53.970166Z,923,C21PHUAV,1418,Doctorate degree (PhD/other),45,Male,White,Netherlands,United Kingdom,Netherlands,Dutch,No,Full-Time
65eb275e6a03f0b177f832aa,5c37218fcae26e00013205ad,AWAITING REVIEW,Not Applicable,2024-03-08T14:57:39.632000Z,2024-03-08T14:58:33.579000Z,,2024-03-08T15:02:58.385744Z,54,C21PHUAV,166,Doctorate degree (PhD/other),34,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65eb2777ae5c91a2656de3b2,6560d43fc84f57af66b900f8,AWAITING REVIEW,Not Applicable,2024-03-08T14:58:01.208000Z,2024-03-08T15:06:10.982000Z,,2024-03-08T15:06:11.484610Z,490,C21PHUAV,164,Undergraduate degree (BA/BSc/other),54,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65eb27792500543d5e7f5cf2,5c67e30581ea8900018ae0d0,AWAITING REVIEW,Not Applicable,2024-03-08T14:58:41.315000Z,2024-03-08T15:20:54.129000Z,,2024-03-08T15:20:54.687347Z,1333,C21PHUAV,1199,Undergraduate degree (BA/BSc/other),60,Male,White,Canada,United Kingdom,Canada,English,No,Other
65eb277e7cf136c8407983e6,5bb6faf4f6d0bd00019e12f4,AWAITING REVIEW,Not Applicable,2024-03-08T14:58:30.655000Z,2024-03-08T15:06:51.651000Z,,2024-03-08T15:06:52.163253Z,501,C21PHUAV,1075,Undergraduate degree (BA/BSc/other),50,Male,White,Canada,Australia,Australia,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
65eb27816bc57316021fa337,65ba3cb2cc6ddf29c8efc052,AWAITING REVIEW,Not Applicable,2024-03-08T14:58:16.057000Z,2024-03-08T15:06:47.830000Z,,2024-03-08T15:06:48.271442Z,512,C21PHUAV,28,Graduate degree (MA/MSc/MPhil/other),41,Female,White,Sweden,United Kingdom,Sweden,Swedish,No,Part-Time
65eb2792d3f8dd04c5f32d0c,5c75c7c92c662600014eb328,AWAITING REVIEW,Not Applicable,2024-03-08T14:58:34.346000Z,2024-03-08T15:10:43.548000Z,,2024-03-08T15:10:44.236693Z,730,C21PHUAV,639,Undergraduate degree (BA/BSc/other),61,Female,White,United Kingdom,United Kingdom,Ireland,English,No,Other
65eb2794efee24e44d8568f5,6166286d02c13de75d443af5,AWAITING REVIEW,Not Applicable,2024-03-08T14:58:31.117000Z,2024-03-08T15:08:22.582000Z,,2024-03-08T15:08:23.269447Z,592,C21PHUAV,396,Undergraduate degree (BA/BSc/other),25,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
65eb279945f27ff2527fa83f,5eacc73599a2df34462204e2,AWAITING REVIEW,Not Applicable,2024-03-08T14:58:45.129000Z,2024-03-08T15:08:15.125000Z,,2024-03-08T15:08:15.685895Z,570,C21PHUAV,382,Graduate degree (MA/MSc/MPhil/other),23,Female,Asian,India,United Kingdom,Portugal,English,Yes,Full-Time
65eb279a86187bd19631a54c,6522ba6e7e9ddac0640b8712,AWAITING REVIEW,Not Applicable,2024-03-08T15:06:42.088000Z,2024-03-08T15:27:20.543000Z,,2024-03-08T15:29:09.732358Z,1239,C21PHUAV,36,Undergraduate degree (BA/BSc/other),29,Male,Asian,Canada,Canada,Canada,English,Yes,Unemployed (and job seeking)
65eb279e45f27ff2527fa842,65a3fee56f17beac9e7e6e9e,AWAITING REVIEW,Not Applicable,2024-03-08T14:58:38.796000Z,2024-03-08T15:13:59.884000Z,,2024-03-08T15:15:26.721326Z,922,C21PHUAV,59,Undergraduate degree (BA/BSc/other),22,Female,Other,Jordan,Canada,Canada,Arabic,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
65eb27a8ac3068c6b4951266,65b7e59b58fd4bc136bc21f6,AWAITING REVIEW,Not Applicable,2024-03-08T15:00:18.340000Z,2024-03-08T15:01:13.681000Z,,2024-03-08T15:03:12.233435Z,56,C21PHUAV,38,Graduate degree (MA/MSc/MPhil/other),23,Female,Black,Kenya,Australia,DATA_EXPIRED,English,Yes,DATA_EXPIRED
65eb27abbac072c0f61fa2f2,65732b6774c687715a5ba4ec,AWAITING REVIEW,Not Applicable,2024-03-08T14:58:53.939000Z,2024-03-08T15:00:34.071000Z,,2024-03-08T15:03:08.356873Z,101,C21PHUAV,55,Graduate degree (MA/MSc/MPhil/other),43,Male,Other,Turkey,United Kingdom,Turkey,Turkish,No,Other
65eb27b37cf136c8407983f8,5d5d5e7132628c0019614773,AWAITING REVIEW,Not Applicable,2024-03-08T14:59:02.667000Z,2024-03-08T15:05:24.422000Z,,2024-03-08T15:05:24.840488Z,382,C21PHUAV,697,Graduate degree (MA/MSc/MPhil/other),29,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65eb27b436c1dd4dfc34a3c1,5d4c4c7e8cbe900016c1f7a3,AWAITING REVIEW,Not Applicable,2024-03-08T14:59:04.177000Z,2024-03-08T14:59:34.446000Z,,2024-03-08T15:03:01.604208Z,31,C21PHUAV,743,Graduate degree (MA/MSc/MPhil/other),25,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65eb27b992818d06d13b3905,65525d92ea62bb67226977a0,AWAITING REVIEW,Not Applicable,2024-03-08T14:59:12.248000Z,2024-03-08T15:00:27.690000Z,,2024-03-08T15:03:07.443549Z,76,C21PHUAV,50,Undergraduate degree (BA/BSc/other),34,Male,Asian,Pakistan,Canada,Canada,Urdu,No,Full-Time
65eb27c1acf242f26d34a401,60941b098b68afe9c6e96e94,AWAITING REVIEW,Not Applicable,2024-03-08T15:00:23.568000Z,2024-03-08T15:20:52.343000Z,,2024-03-08T15:20:52.788766Z,1229,C21PHUAV,419,Undergraduate degree (BA/BSc/other),32,Female,White,Switzerland,United Kingdom,Switzerland,Italian,No,Unemployed (and job seeking)
65eb27ccf9a537da848568f9,59dd90f6e75b450001a68dac,AWAITING REVIEW,Not Applicable,2024-03-08T15:06:54.372000Z,2024-03-08T15:16:40.925000Z,,2024-03-08T16:24:57.015221Z,587,C21PHUAV,2176,Undergraduate degree (BA/BSc/other),36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
65eb27cdad8823bedeb038ac,5fd6818e16f7cb5b58d2178d,AWAITING REVIEW,Not Applicable,2024-03-08T14:59:31.252000Z,2024-03-08T15:15:35.633000Z,,2024-03-08T15:15:51.330080Z,965,C21PHUAV,574,Undergraduate degree (BA/BSc/other),31,Female,Asian,Pakistan,Canada,Pakistan,Urdu,No,Full-Time
65eb27d6b36a62c8683d0182,64428384c2928e0157125891,AWAITING REVIEW,Not Applicable,2024-03-08T15:01:48.094000Z,2024-03-08T15:10:32.074000Z,,2024-03-08T15:10:32.588587Z,524,C21PHUAV,663,Undergraduate degree (BA/BSc/other),52,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65eb27e35aae67e518c947a8,65e1e16d9f7eaa10f3454025,AWAITING REVIEW,Not Applicable,2024-03-08T15:00:10.830000Z,2024-03-08T15:09:54.988000Z,,2024-03-08T16:16:55.047445Z,585,C21PHUAV,14,Undergraduate degree (BA/BSc/other),68,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
65eb27fcef6874dcb088c74d,64517c6577e0f1230f87f59d,AWAITING REVIEW,Not Applicable,2024-03-08T15:03:43.646000Z,2024-03-08T15:14:43.089000Z,,2024-03-08T15:15:35.177426Z,660,C21PHUAV,492,Undergraduate degree (BA/BSc/other),55,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Part-Time
65eb27fdef6874dcb088c74f,5c4dfcb6889752000156bfb3,AWAITING REVIEW,Not Applicable,2024-03-08T15:00:16.531000Z,2024-03-08T15:03:02.641000Z,,2024-03-08T15:03:20.113706Z,167,C21PHUAV,876,Graduate degree (MA/MSc/MPhil/other),27,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65eb280596d3701edc35ac90,5c63d689263b1b0001c66968,AWAITING REVIEW,Not Applicable,2024-03-08T15:02:22.843000Z,2024-03-08T15:09:55.534000Z,,2024-03-08T15:09:56.354459Z,453,C21PHUAV,1796,Undergraduate degree (BA/BSc/other),50,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65eb2808141a28f12029b494,60b8a2ea5eb4ad8ae98302f9,AWAITING REVIEW,Not Applicable,2024-03-08T15:00:29.143000Z,2024-03-08T15:33:15.897000Z,,2024-03-08T15:33:16.337188Z,1967,C21PHUAV,1621,Undergraduate degree (BA/BSc/other),43,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65eb28092887c660bb61e2b5,616c380ec7e2787b3631ac40,AWAITING REVIEW,Not Applicable,2024-03-08T15:00:32.987000Z,2024-03-08T15:10:29.424000Z,,2024-03-08T15:10:30.049534Z,597,C21PHUAV,1497,Undergraduate degree (BA/BSc/other),49,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
65eb281136c1dd4dfc34a3cb,5e736c9f4e8cdf034bdfa5c3,AWAITING REVIEW,Not Applicable,2024-03-08T15:00:36.917000Z,2024-03-08T15:02:40.740000Z,,2024-03-08T15:03:17.354876Z,124,C21PHUAV,2022,Undergraduate degree (BA/BSc/other),46,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65eb281855264c2c144a11af,5b1c07da88ee7400012b0c2f,AWAITING REVIEW,Not Applicable,2024-03-08T15:01:26.018000Z,2024-03-08T15:03:42.458000Z,,2024-03-08T15:03:42.946717Z,137,C21PHUAV,826,Graduate degree (MA/MSc/MPhil/other),34,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65eb281aef6874dcb088c759,61081aab1dad0a92827a371d,AWAITING REVIEW,Not Applicable,2024-03-08T15:01:05.477000Z,2024-03-08T15:11:11.667000Z,,2024-03-08T15:11:30.599434Z,607,C21PHUAV,197,Graduate degree (MA/MSc/MPhil/other),29,Female,White,Italy,United Kingdom,Italy,Italian,Yes,Full-Time
65eb28205cc8b96eaa8ffc51,5d2578c6ddb85d0019460435,AWAITING REVIEW,Not Applicable,2024-03-08T15:00:53.881000Z,2024-03-08T15:12:24.781000Z,,2024-03-08T15:14:29.919215Z,691,C21PHUAV,593,Graduate degree (MA/MSc/MPhil/other),39,Male,White,Poland,Ireland,Poland,Polish,No,Full-Time
65eb2821c6ce80fa96ba2890,5b991345ad5ac20001f99f0d,AWAITING REVIEW,Not Applicable,2024-03-08T15:00:53.609000Z,2024-03-08T15:01:53.361000Z,,2024-03-08T15:03:13.878850Z,60,C21PHUAV,577,Undergraduate degree (BA/BSc/other),28,Female,Asian,Philippines,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
65eb282696d3701edc35aca6,5edd630ac419bf0ed18c99b5,AWAITING REVIEW,Not Applicable,2024-03-08T15:01:06.256000Z,2024-03-08T15:02:20.888000Z,,2024-03-08T15:03:16.320376Z,75,C21PHUAV,811,Undergraduate degree (BA/BSc/other),43,Male,White,Romania,United Kingdom,Romania,Romanian,No,Full-Time
65eb28297132c44e17689d9c,5bb6612a4b2c3a0001675bf6,AWAITING REVIEW,Not Applicable,2024-03-08T15:01:05.998000Z,2024-03-08T15:08:49.343000Z,,2024-03-08T15:08:49.791435Z,464,C21PHUAV,704,Undergraduate degree (BA/BSc/other),36,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65eb282b8391c6763f150789,5f7d89e68e20522626a6e862,AWAITING REVIEW,Not Applicable,2024-03-08T15:01:05.197000Z,2024-03-08T15:02:47.055000Z,,2024-03-08T15:03:17.810246Z,102,C21PHUAV,2109,Undergraduate degree (BA/BSc/other),34,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65eb2832ad8823bedeb038c9,65498af02717744d9946615d,AWAITING REVIEW,Not Applicable,2024-03-08T15:01:06.168000Z,2024-03-08T15:19:19.337000Z,,2024-03-08T15:19:19.951365Z,1094,C21PHUAV,113,Graduate degree (MA/MSc/MPhil/other),31,Male,White,France,Canada,France,French,No,Full-Time
65eb2835f4ca300b44278f92,60d32c69d6447ad868ec4c62,AWAITING REVIEW,Not Applicable,2024-03-08T15:01:14.041000Z,2024-03-08T15:08:16.773000Z,,2024-03-08T15:08:17.621580Z,423,C21PHUAV,524,Undergraduate degree (BA/BSc/other),26,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65eb28365aae67e518c947bb,60df2b066cbec97b1d907126,AWAITING REVIEW,Not Applicable,2024-03-08T15:01:15.920000Z,2024-03-08T15:06:43.841000Z,,2024-03-08T15:06:44.309472Z,328,C21PHUAV,554,Undergraduate degree (BA/BSc/other),38,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65eb283b84b186b8eb8ffb88,647caf8d182226ed6fdbcdbf,AWAITING REVIEW,Not Applicable,2024-03-08T15:01:20.040000Z,2024-03-08T15:03:25.047000Z,,2024-03-08T15:03:25.506780Z,126,C21PHUAV,470,Undergraduate degree (BA/BSc/other),50,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65eb283cacf242f26d34a423,5b9281970ff8eb00018874f9,AWAITING REVIEW,Not Applicable,2024-03-08T15:01:20.068000Z,2024-03-08T15:18:06.415000Z,,2024-03-08T15:18:07.211640Z,1007,C21PHUAV,604,Undergraduate degree (BA/BSc/other),43,Male,White,Ireland,United Kingdom,United Kingdom,English,No,Full-Time
65eb283de4d48488bc2d0c15,5c1415603b61bc00016b3806,AWAITING REVIEW,Not Applicable,2024-03-08T15:01:30.160000Z,2024-03-08T15:10:17.712000Z,,2024-03-08T15:10:18.622320Z,528,C21PHUAV,88,Graduate degree (MA/MSc/MPhil/other),28,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
65eb283fb11dbc2195ba27fc,65308684e666f65ce8a8d704,AWAITING REVIEW,Not Applicable,2024-03-08T15:01:24.752000Z,2024-03-08T15:17:33.526000Z,,2024-03-08T15:17:34.115104Z,969,C21PHUAV,38,Undergraduate degree (BA/BSc/other),34,Female,White,Canada,Canada,Canada,English,No,Full-Time
65eb284286187bd19631a576,60621582fe2e0ea6aa218581,AWAITING REVIEW,Not Applicable,2024-03-08T15:01:27.206000Z,2024-03-08T15:14:08.744000Z,,2024-03-08T15:15:28.614286Z,762,C21PHUAV,1779,Doctorate degree (PhD/other),40,Male,Black,Nigeria,United Kingdom,United Kingdom,English,No,Full-Time
65eb28425aae67e518c947c1,5eeb621a7c83c62d2473afb1,AWAITING REVIEW,Not Applicable,2024-03-08T15:01:28.452000Z,2024-03-08T15:07:18.183000Z,,2024-03-08T15:07:18.660309Z,350,C21PHUAV,1055,Undergraduate degree (BA/BSc/other),69,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
65eb2848a4bd234d3d0dfa7f,57c975a8648ff40001666439,AWAITING REVIEW,Not Applicable,2024-03-08T15:01:31.883000Z,2024-03-08T15:09:00.297000Z,,2024-03-08T15:09:00.936397Z,449,C21PHUAV,873,Graduate degree (MA/MSc/MPhil/other),36,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
65eb2848699631acfceb465f,6571d02d8fd9b1f321fe9834,AWAITING REVIEW,Not Applicable,2024-03-08T15:02:27.480000Z,2024-03-08T15:09:19.506000Z,,2024-03-08T15:09:20.018725Z,413,C21PHUAV,66,Undergraduate degree (BA/BSc/other),34,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65eb284996d3701edc35acb7,5db1dbb351eb21000c443e58,AWAITING REVIEW,Not Applicable,2024-03-08T15:01:33.316000Z,2024-03-08T15:10:07.154000Z,,2024-03-08T15:10:07.688636Z,514,C21PHUAV,807,Undergraduate degree (BA/BSc/other),39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
65eb284cacf242f26d34a429,64403633e042e91beabe9645,AWAITING REVIEW,Not Applicable,2024-03-08T15:01:42.090000Z,2024-03-08T15:02:46.030000Z,,2024-03-08T15:03:17.641402Z,64,C21PHUAV,248,Undergraduate degree (BA/BSc/other),25,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other
65eb284faea1a885e88c67ba,5ff7981d63af76496f52ecf3,AWAITING REVIEW,Not Applicable,2024-03-08T15:01:40.186000Z,2024-03-08T15:08:40.570000Z,,2024-03-08T15:08:41.452557Z,421,C21PHUAV,202,Undergraduate degree (BA/BSc/other),21,Female,White,United Kingdom,United Kingdom,Sweden,English,Yes,Part-Time
65eb2850ec88669bc2689c49,65ea0e41c16313f84e3aa88f,AWAITING REVIEW,Not Applicable,2024-03-08T15:01:48.306000Z,2024-03-08T15:10:26.846000Z,,2024-03-08T15:10:27.429707Z,519,C21PHUAV,3,Graduate degree (MA/MSc/MPhil/other),27,Female,Asian,India,United States,India,Gujarati,No,DATA_EXPIRED
65eb286032c887872a07d50a,5507738ffdf99b352b9fe4b3,AWAITING REVIEW,Not Applicable,2024-03-08T15:04:37.332000Z,2024-03-08T15:19:33.287000Z,,2024-03-08T15:19:33.829674Z,896,C21PHUAV,1338,Graduate degree (MA/MSc/MPhil/other),29,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
65eb28657132c44e17689dbf,609cf52f307e706d751a9f22,AWAITING REVIEW,Not Applicable,2024-03-08T15:02:18.196000Z,2024-03-08T15:11:12.796000Z,,2024-03-08T15:11:31.470670Z,535,C21PHUAV,28,Graduate degree (MA/MSc/MPhil/other),44,Female,White,Italy,United Kingdom,United Kingdom,Italian,No,Full-Time
65eb286686187bd19631a588,58cc4c53efb64f0001359761,AWAITING REVIEW,Not Applicable,2024-03-08T15:02:01.411000Z,2024-03-08T15:11:08.504000Z,,2024-03-08T15:11:29.836413Z,548,C21PHUAV,1643,Undergraduate degree (BA/BSc/other),38,Male,Asian,India,United Kingdom,United Kingdom,English,No,Full-Time
65eb2872e4d48488bc2d0c1f,5cd633b904748d001a19f092,AWAITING REVIEW,Not Applicable,2024-03-08T15:02:18.085000Z,2024-03-08T15:04:53.231000Z,,2024-03-08T15:04:53.971966Z,156,C21PHUAV,374,Undergraduate degree (BA/BSc/other),38,Male,White,Canada,Canada,Canada,English,No,Full-Time
65eb2876a76291bbbd41e447,5f58a4009e4e760112ac30d7,AWAITING REVIEW,Not Applicable,2024-03-08T15:02:27.737000Z,2024-03-08T15:03:24.299000Z,,2024-03-08T15:03:24.671262Z,57,C21PHUAV,513,Undergraduate degree (BA/BSc/other),30,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
65eb2878efee24e44d85692f,5aa9dbef6475f90001a085c9,AWAITING REVIEW,Not Applicable,2024-03-08T15:02:36.363000Z,2024-03-08T15:19:59.184000Z,,2024-03-08T15:19:59.678137Z,1043,C21PHUAV,227,Undergraduate degree (BA/BSc/other),49,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65eb287d6cd67578d24a11a1,5e1c6f19a411c946eb012481,AWAITING REVIEW,Not Applicable,2024-03-08T15:02:38.610000Z,2024-03-08T15:10:34.667000Z,,2024-03-08T15:10:35.235976Z,477,C21PHUAV,1806,Undergraduate degree (BA/BSc/other),37,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65eb28805cc8b96eaa8ffc6f,62682277645054f5802459b8,AWAITING REVIEW,Not Applicable,2024-03-08T15:02:26.491000Z,2024-03-08T15:08:11.699000Z,,2024-03-08T15:08:12.417690Z,346,C21PHUAV,1351,Undergraduate degree (BA/BSc/other),58,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
65eb2882f4962643ddb7dc5a,63a799cde6527ca4f11bc7b2,AWAITING REVIEW,Not Applicable,2024-03-08T15:02:49.586000Z,2024-03-08T15:14:25.211000Z,,2024-03-08T15:15:32.244870Z,696,C21PHUAV,337,Doctorate degree (PhD/other),51,Male,Asian,Bangladesh,United Kingdom,United Kingdom,English,No,Full-Time
65eb2886b139d0170b65329a,65c269507422fa745b4cc0a1,AWAITING REVIEW,Not Applicable,2024-03-08T15:02:34.965000Z,2024-03-08T15:04:18.579000Z,,2024-03-08T16:16:57.347977Z,104,C21PHUAV,38,Graduate degree (MA/MSc/MPhil/other),35,Female,White,Brazil,United Kingdom,Brazil,Portuguese,No,Unemployed (and job seeking)
65eb28874e91e8adcf0ca7c8,5c9a994ad55db20014aba191,AWAITING REVIEW,Not Applicable,2024-03-08T15:02:35.196000Z,2024-03-08T15:03:18.976000Z,,2024-03-08T15:03:21.551499Z,44,C21PHUAV,1685,Undergraduate degree (BA/BSc/other),51,Male,White,Canada,Canada,Canada,English,No,Full-Time
65eb28887cf136c840798435,65e48a3d8d58b05bcee470a1,AWAITING REVIEW,Not Applicable,2024-03-08T15:02:37.010000Z,2024-03-08T15:05:10.395000Z,,2024-03-08T15:05:11.004081Z,154,C21PHUAV,4,Undergraduate degree (BA/BSc/other),26,Female,Asian,China,Canada,Canada,English,No,Full-Time
65eb288cc75a3356a96dd6c5,5ac4b010f69e940001d97645,AWAITING REVIEW,Not Applicable,2024-03-08T15:03:27.333000Z,2024-03-08T15:12:00.538000Z,,2024-03-08T15:13:45.934704Z,514,C21PHUAV,2254,Undergraduate degree (BA/BSc/other),44,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
65eb2892d90996c9973d9964,5fa712fa5343d542bec31396,AWAITING REVIEW,Not Applicable,2024-03-08T15:02:48.698000Z,2024-03-08T15:11:26.841000Z,,2024-03-08T15:11:44.000790Z,519,C21PHUAV,154,Undergraduate degree (BA/BSc/other),35,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
