Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Highest education level completed,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
65eb2896b139d0170b6532a1,6171703c0a300c490c2a7b7b,AWAITING REVIEW,Not Applicable,2024-03-08T15:04:56.149000Z,2024-03-08T15:15:02.618000Z,,2024-03-08T15:15:38.827844Z,607,C21PHUAV,318,Graduate degree (MA/MSc/MPhil/other),30,Female,Asian,Thailand,United Kingdom,Thailand,Thai,No,Full-Time
65eb289de7f61aca518c6845,5ecdc84717133114f6fc26aa,AWAITING REVIEW,Not Applicable,2024-03-08T15:02:56.374000Z,2024-03-08T15:18:00.751000Z,,2024-03-08T15:18:01.356731Z,905,C21PHUAV,217,Undergraduate degree (BA/BSc/other),36,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65eb289e8391c6763f15079b,58713c5e58ca4c00018ce3ea,AWAITING REVIEW,Not Applicable,2024-03-08T15:02:54.090000Z,2024-03-08T15:12:28.513000Z,,2024-03-08T15:14:37.584942Z,575,C21PHUAV,3670,Undergraduate degree (BA/BSc/other),55,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
65eb28a24df22a4f0831a4be,5a1ad0b80fff620001a6d7ac,AWAITING REVIEW,Not Applicable,2024-03-08T15:03:04.098000Z,2024-03-08T15:10:31.758000Z,,2024-03-08T15:10:32.390556Z,448,C21PHUAV,1974,Doctorate degree (PhD/other),48,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65eb28a9e7f61aca518c684f,5964ee31b752840001ca4ba4,AWAITING REVIEW,Not Applicable,2024-03-08T15:03:08.942000Z,2024-03-08T15:10:57.320000Z,,2024-03-08T15:11:21.480909Z,469,C21PHUAV,3623,Graduate degree (MA/MSc/MPhil/other),54,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65eb28ab45f27ff2527fa894,65ae4eaa15de67d9e1608345,AWAITING REVIEW,Not Applicable,2024-03-08T15:05:40.168000Z,2024-03-08T15:11:27.099000Z,,2024-03-08T15:11:44.116423Z,347,C21PHUAV,45,Graduate degree (MA/MSc/MPhil/other),29,Female,White,Ireland,Australia,Ireland,English,Yes,Full-Time
65eb28b2f4962643ddb7dc6c,60ce179aa6f645eb5543c20e,AWAITING REVIEW,Not Applicable,2024-03-08T15:03:20.235000Z,2024-03-08T15:04:16.552000Z,,2024-03-08T15:04:17.025588Z,57,C21PHUAV,354,Undergraduate degree (BA/BSc/other),37,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65eb28b71f55edd3d7eb4751,61475945e9378b929c8f37fc,AWAITING REVIEW,Not Applicable,2024-03-08T15:03:24.552000Z,2024-03-08T15:03:57.991000Z,,2024-03-08T15:03:58.690662Z,34,C21PHUAV,1177,Undergraduate degree (BA/BSc/other),43,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65eb28b9f557996ec09f3122,6012d27152fa5e09eb6a29e0,AWAITING REVIEW,Not Applicable,2024-03-08T15:03:27.262000Z,2024-03-08T15:12:28.419000Z,,2024-03-08T15:14:37.236655Z,542,C21PHUAV,884,Undergraduate degree (BA/BSc/other),40,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65eb28bea49cf4ebb0d64942,5e9c867fb46e2616553e8e4f,AWAITING REVIEW,Not Applicable,2024-03-08T15:03:34.970000Z,2024-03-08T15:06:08.568000Z,,2024-03-08T15:06:09.278378Z,154,C21PHUAV,252,Undergraduate degree (BA/BSc/other),29,Male,Other,Canada,Canada,Canada,English,No,Full-Time
65eb28c15cc8b96eaa8ffc8d,5fdaa8a67fa7c7779611d165,AWAITING REVIEW,Not Applicable,2024-03-08T15:03:46.164000Z,2024-03-08T15:16:06.034000Z,,2024-03-08T15:16:06.712075Z,740,C21PHUAV,640,Undergraduate degree (BA/BSc/other),29,Female,White,Czech Republic,United Kingdom,Czech Republic,Czech,No,Full-Time
65eb28c127f782646fc948be,5c4a5c2d4d1b1e0001779e60,AWAITING REVIEW,Not Applicable,2024-03-08T15:03:41.196000Z,2024-03-08T15:15:33.882000Z,,2024-03-08T15:15:50.988245Z,713,C21PHUAV,841,Undergraduate degree (BA/BSc/other),67,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
65eb28cdd03d5d3e2d06e6ea,65181f0aa387dc51a969db6b,AWAITING REVIEW,Not Applicable,2024-03-08T15:03:51.408000Z,2024-03-08T15:10:31.315000Z,,2024-03-08T15:10:31.883316Z,400,C21PHUAV,161,Undergraduate degree (BA/BSc/other),60,Male,White,Canada,Canada,Canada,English,No,Full-Time
65eb28d2393683b89f0b673b,626a4c6b8d3ce0d9edcbfeab,AWAITING REVIEW,Not Applicable,2024-03-08T15:05:35.447000Z,2024-03-08T15:19:52.347000Z,,2024-03-08T15:19:52.855590Z,857,C21PHUAV,1586,Undergraduate degree (BA/BSc/other),30,Male,Other,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65eb28d5e7f61aca518c6862,5fb9becbb981f78f5c3ea5ed,AWAITING REVIEW,Not Applicable,2024-03-08T15:04:19.975000Z,2024-03-08T15:13:07.572000Z,,2024-03-08T15:15:06.560602Z,528,C21PHUAV,886,Undergraduate degree (BA/BSc/other),49,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65eb28d6454c42b2005a125d,5ea81c884920c72209a75fe1,AWAITING REVIEW,Not Applicable,2024-03-08T15:08:14.453000Z,2024-03-08T15:09:25.044000Z,,2024-03-08T15:09:25.527419Z,71,C21PHUAV,1104,Undergraduate degree (BA/BSc/other),30,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
65eb28d7f9a537da84856961,65e08ec9bc7091341c78ded8,AWAITING REVIEW,Not Applicable,2024-03-08T15:04:26.718000Z,2024-03-08T15:05:34.652000Z,,2024-03-08T15:05:35.156815Z,68,C21PHUAV,9,Graduate degree (MA/MSc/MPhil/other),29,Female,White,Turkey,United Kingdom,Turkey,Turkish,No,Unemployed (and job seeking)
65eb28db141a28f12029b4d3,5a4cc0ecac413f0001e60aa3,AWAITING REVIEW,Not Applicable,2024-03-08T15:04:02.632000Z,2024-03-08T15:11:24.709000Z,,2024-03-08T15:11:41.611229Z,443,C21PHUAV,235,Graduate degree (MA/MSc/MPhil/other),38,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65eb28dcf4f6f323d482a63c,61087501fcd2e262d8a6621a,AWAITING REVIEW,Not Applicable,2024-03-08T15:04:00.711000Z,2024-03-08T15:12:41.357000Z,,2024-03-08T15:14:53.889386Z,521,C21PHUAV,555,Undergraduate degree (BA/BSc/other),22,Female,White,United States,United States,United States,English,Yes,DATA_EXPIRED
65eb28df6bc57316021fa3c9,61115cb06d209a61332f25d1,AWAITING REVIEW,Not Applicable,2024-03-08T15:08:11.660000Z,2024-03-08T15:32:55.902000Z,,2024-03-08T15:32:56.552855Z,1485,C21PHUAV,908,Undergraduate degree (BA/BSc/other),44,Male,Asian,Hong Kong,Canada,Canada,English,Yes,Full-Time
65eb28dff557996ec09f3133,5b4f382f37f7a4000131a581,AWAITING REVIEW,Not Applicable,2024-03-08T15:04:10.934000Z,2024-03-08T15:13:55.680000Z,,2024-03-08T15:15:25.958488Z,585,C21PHUAV,583,Graduate degree (MA/MSc/MPhil/other),46,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65eb28e2a21d0d581ffe106e,5ff437d9d42dc5a68df6c286,AWAITING REVIEW,Not Applicable,2024-03-08T15:04:08.667000Z,2024-03-08T15:07:37.796000Z,,2024-03-08T15:07:39.298086Z,210,C21PHUAV,1275,Undergraduate degree (BA/BSc/other),46,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65eb28e56bc57316021fa3dc,6071d225a6bc9a77e71d801a,AWAITING REVIEW,Not Applicable,2024-03-08T15:04:09.400000Z,2024-03-08T15:29:54.158000Z,,2024-03-08T15:30:03.388559Z,1545,C21PHUAV,346,Doctorate degree (PhD/other),46,Male,Other,Kuwait,United Kingdom,United Kingdom,Arabic,No,Full-Time
65eb28ea7132c44e17689df2,5744bbe15e549100063b08cb,AWAITING REVIEW,Not Applicable,2024-03-08T15:04:14.859000Z,2024-03-08T15:17:45.053000Z,,2024-03-08T15:17:45.627227Z,811,C21PHUAV,1434,Graduate degree (MA/MSc/MPhil/other),33,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
65eb28ed96d3701edc35ad1a,5e31e1632878161c9923f90e,AWAITING REVIEW,Not Applicable,2024-03-08T15:04:25.956000Z,2024-03-08T15:15:33.066000Z,,2024-03-08T15:15:50.755007Z,668,C21PHUAV,372,Doctorate degree (PhD/other),77,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
65eb28f5a398e76ffe7f5d43,641438ad8ac1c62d7ebe9b7e,AWAITING REVIEW,Not Applicable,2024-03-08T15:04:25.539000Z,2024-03-08T15:05:48.190000Z,,2024-03-08T15:05:48.689199Z,83,C21PHUAV,33,Graduate degree (MA/MSc/MPhil/other),41,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
65eb28f54df22a4f0831a4d0,5c7c6a0e28933500015ec7da,AWAITING REVIEW,Not Applicable,2024-03-08T15:05:50.472000Z,2024-03-08T15:10:08.618000Z,,2024-03-08T15:10:09.257731Z,259,C21PHUAV,345,Graduate degree (MA/MSc/MPhil/other),28,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
65eb28f87c979c516995aeee,63d256a2e69c3a1ede98e0fc,AWAITING REVIEW,Not Applicable,2024-03-08T15:05:47.741000Z,2024-03-08T15:17:40.151000Z,,2024-03-08T15:17:40.648716Z,713,C21PHUAV,665,Doctorate degree (PhD/other),38,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
65eb28fcd601bbd3d2f83429,63f8b081b083f1e1014cb21a,AWAITING REVIEW,Not Applicable,2024-03-08T15:04:35.347000Z,2024-03-08T15:06:59.141000Z,,2024-03-08T15:06:59.940734Z,144,C21PHUAV,442,Undergraduate degree (BA/BSc/other),32,Male,Asian,Afghanistan,United Kingdom,United Kingdom,Urdu,No,Full-Time
65eb28ff11a25e4a97951269,5d4c217a97d8a600013b46cf,AWAITING REVIEW,Not Applicable,2024-03-08T15:04:36.466000Z,2024-03-08T15:12:18.827000Z,,2024-03-08T15:14:19.631367Z,463,C21PHUAV,2210,Undergraduate degree (BA/BSc/other),43,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65eb2901cdfabf70006de39c,6567bb30f2b91aefa2714651,AWAITING REVIEW,Not Applicable,2024-03-08T15:04:48.714000Z,2024-03-08T15:13:30.810000Z,,2024-03-08T15:15:18.971420Z,523,C21PHUAV,12,Undergraduate degree (BA/BSc/other),37,Male,White,Canada,Canada,Canada,English,No,Full-Time
65eb2914a7ccec4364ab675b,5fef3d23f0b5edd6fabe8e64,AWAITING REVIEW,Not Applicable,2024-03-08T15:04:56.430000Z,2024-03-08T15:09:32.552000Z,,2024-03-08T15:09:33.072449Z,277,C21PHUAV,918,Graduate degree (MA/MSc/MPhil/other),42,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
65eb2918f4f6f323d482a64d,65ae8444c7df9852ffacda7d,AWAITING REVIEW,Not Applicable,2024-03-08T15:05:47.726000Z,2024-03-08T15:32:10.373000Z,,2024-03-08T15:32:11.031766Z,1583,C21PHUAV,78,Graduate degree (MA/MSc/MPhil/other),28,Female,White,Ukraine,Canada,Ukraine,Ukrainian,No,Full-Time
65eb29197cf136c84079845e,5e3842b92fdfd2000fc286a4,AWAITING REVIEW,Not Applicable,2024-03-08T15:05:26.918000Z,2024-03-08T15:26:37.837000Z,,2024-03-08T15:27:50.507479Z,1271,C21PHUAV,1703,Undergraduate degree (BA/BSc/other),34,Female,White,Australia,Australia,Australia,English,No,Part-Time
65eb291cfc33f84a4bda95f7,6428b84211dcbd13d44f2d9c,AWAITING REVIEW,Not Applicable,2024-03-08T15:13:02.040000Z,2024-03-08T15:18:43.676000Z,,2024-03-08T15:18:44.864062Z,342,C21PHUAV,426,Undergraduate degree (BA/BSc/other),29,Female,White,Australia,Ireland,Australia,English,No,Full-Time
65eb292de92560dede7fa899,59e7c8eabbb1380001621d28,AWAITING REVIEW,Not Applicable,2024-03-08T15:05:20.849000Z,2024-03-08T15:06:03.673000Z,,2024-03-08T15:06:04.233646Z,43,C21PHUAV,1096,Graduate degree (MA/MSc/MPhil/other),43,Female,Black,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65eb2930c4d54d368d2ec891,5f5bb8b30093333399d6e01f,AWAITING REVIEW,Not Applicable,2024-03-08T15:05:20.438000Z,2024-03-08T15:15:24.166000Z,,2024-03-08T15:15:48.005498Z,604,C21PHUAV,187,Graduate degree (MA/MSc/MPhil/other),27,Female,White,Canada,Canada,Canada,French,Yes,Other
65eb29319a2b3ae0a65db697,575d94abef120200067e5e5a,AWAITING REVIEW,Not Applicable,2024-03-08T15:05:25.343000Z,2024-03-08T15:09:18.864000Z,,2024-03-08T15:09:19.331501Z,234,C21PHUAV,1325,Undergraduate degree (BA/BSc/other),51,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65eb2932a49cf4ebb0d64961,5ebfe848f57bb9036deebc17,AWAITING REVIEW,Not Applicable,2024-03-08T15:05:55.048000Z,2024-03-08T15:07:10.093000Z,,2024-03-08T15:07:10.596202Z,76,C21PHUAV,731,Undergraduate degree (BA/BSc/other),60,Female,White,Canada,Canada,Canada,English,No,Part-Time
65eb293669d580d8564ca14d,65200a72f1a52c349880c7fc,AWAITING REVIEW,Not Applicable,2024-03-08T15:08:43.706000Z,2024-03-08T15:12:43.175000Z,,2024-03-08T15:14:55.043255Z,240,C21PHUAV,96,Undergraduate degree (BA/BSc/other),23,Male,White,United Kingdom,Australia,Australia,English,Yes,Full-Time
65eb2937719bcd3081dc3d46,57a78015454e5400015f57ec,AWAITING REVIEW,Not Applicable,2024-03-08T15:05:31.258000Z,2024-03-08T15:10:29.681000Z,,2024-03-08T15:10:30.226164Z,299,C21PHUAV,1905,Graduate degree (MA/MSc/MPhil/other),57,Male,White,Ireland,United Kingdom,United Kingdom,English,No,Full-Time
65eb293c61ce9003d455b6bd,5f919274b5383b00096b0295,AWAITING REVIEW,Not Applicable,2024-03-08T15:05:35.529000Z,2024-03-08T15:06:24.535000Z,,2024-03-08T15:06:25.102209Z,50,C21PHUAV,1731,Doctorate degree (PhD/other),31,Female,White,Turkey,United Kingdom,Turkey,Turkish,No,Full-Time
65eb293e6bc57316021fa3f5,62b35d7693a267af341a1822,AWAITING REVIEW,Not Applicable,2024-03-08T15:05:41.182000Z,2024-03-08T15:10:14.065000Z,,2024-03-08T15:10:14.636038Z,273,C21PHUAV,1109,Undergraduate degree (BA/BSc/other),47,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65eb293fce0213b0800dfb10,610306546b1956445387be5f,AWAITING REVIEW,Not Applicable,2024-03-08T15:05:54.935000Z,2024-03-08T15:09:31.111000Z,,2024-03-08T15:09:31.923243Z,217,C21PHUAV,707,Undergraduate degree (BA/BSc/other),22,Female,White,Canada,Canada,Canada,English,Yes,Full-Time
65eb2942afdfb6a8c07d6be4,5a09f01f9b760100013a70ee,AWAITING REVIEW,Not Applicable,2024-03-08T15:05:41.867000Z,2024-03-08T15:06:13.211000Z,,2024-03-08T15:06:13.745987Z,32,C21PHUAV,451,Graduate degree (MA/MSc/MPhil/other),41,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
65eb2943ffd9291dbe42be90,5ca211909ca7f60001258121,AWAITING REVIEW,Not Applicable,2024-03-08T15:05:45.620000Z,2024-03-08T15:11:36.384000Z,,2024-03-08T15:11:51.854383Z,351,C21PHUAV,224,Undergraduate degree (BA/BSc/other),37,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65eb294492818d06d13b396e,653bb54e9224191c7b7741c6,AWAITING REVIEW,Not Applicable,2024-03-08T15:05:40.268000Z,2024-03-08T15:17:00.687000Z,,2024-03-08T15:17:03.590026Z,681,C21PHUAV,247,Graduate degree (MA/MSc/MPhil/other),38,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other
65eb2948141a28f12029b4f3,636a740f2956031d8abf5bf1,AWAITING REVIEW,Not Applicable,2024-03-08T15:05:52.440000Z,2024-03-08T15:28:41.968000Z,,2024-03-08T15:29:41.305345Z,1370,C21PHUAV,526,Undergraduate degree (BA/BSc/other),53,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65eb295105812e2727637eb4,5c5b66cb3312f1000112f694,AWAITING REVIEW,Not Applicable,2024-03-08T15:05:56.026000Z,2024-03-08T15:12:50.824000Z,,2024-03-08T15:14:59.119164Z,415,C21PHUAV,2051,Undergraduate degree (BA/BSc/other),33,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65eb29521e65702e0bcd88ad,5a0323d1c259f30001765337,AWAITING REVIEW,Not Applicable,2024-03-08T15:06:20.682000Z,2024-03-08T15:18:29.045000Z,,2024-03-08T15:18:29.477241Z,729,C21PHUAV,1883,Undergraduate degree (BA/BSc/other),40,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65eb2954454c42b2005a1290,5b57640fd574e30001c7124f,AWAITING REVIEW,Not Applicable,2024-03-08T15:06:47.196000Z,2024-03-08T15:15:46.761000Z,,2024-03-08T15:15:53.010960Z,540,C21PHUAV,604,Graduate degree (MA/MSc/MPhil/other),29,Female,Mixed,Hong Kong,United Kingdom,United Kingdom,English,Yes,Other
65eb2958343a624ae4637fc0,62d59b380be0866cf039e0ee,AWAITING REVIEW,Not Applicable,2024-03-08T15:06:04.790000Z,2024-03-08T15:13:26.957000Z,,2024-03-08T15:15:16.916767Z,443,C21PHUAV,1042,Undergraduate degree (BA/BSc/other),42,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65eb295a2880512814653294,5dd012a97b6a661093d36b8e,AWAITING REVIEW,Not Applicable,2024-03-08T15:06:05.066000Z,2024-03-08T15:13:01.354000Z,,2024-03-08T15:15:03.597125Z,417,C21PHUAV,1249,Undergraduate degree (BA/BSc/other),26,Male,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65eb295cf4f6f323d482a669,5ed39d114858d002a0691781,AWAITING REVIEW,Not Applicable,2024-03-08T15:08:03.433000Z,2024-03-08T15:17:18.554000Z,,2024-03-08T15:17:19.012695Z,556,C21PHUAV,1514,Graduate degree (MA/MSc/MPhil/other),39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
65eb295c6bc57316021fa400,63d1590f1a0901cc2e861c32,AWAITING REVIEW,Not Applicable,2024-03-08T15:06:10.579000Z,2024-03-08T15:18:17.350000Z,,2024-03-08T15:18:18.064771Z,727,C21PHUAV,573,Undergraduate degree (BA/BSc/other),33,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65eb295e7c979c516995af0b,647fba9dea93dc02a681c63b,AWAITING REVIEW,Not Applicable,2024-03-08T15:06:13.233000Z,2024-03-08T15:08:04.490000Z,,2024-03-08T15:08:05.043633Z,112,C21PHUAV,69,Undergraduate degree (BA/BSc/other),26,Male,White,Canada,Canada,Canada,English,No,Full-Time
65eb297fe1893c264829b493,60794cf6640dbc4d3662ef07,AWAITING REVIEW,Not Applicable,2024-03-08T15:06:44.640000Z,2024-03-08T15:20:32.913000Z,,2024-03-08T15:20:33.450981Z,829,C21PHUAV,1706,Undergraduate degree (BA/BSc/other),40,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65eb2a1a6a03f0b177f8335a,6453fb95457f02f578692e7a,AWAITING REVIEW,Not Applicable,2024-03-08T15:09:30.400000Z,2024-03-08T15:21:25.515000Z,,2024-03-08T15:21:25.907274Z,716,C21PHUAV,424,Undergraduate degree (BA/BSc/other),59,Male,White,United States,United Kingdom,United States,English,No,Full-Time
65eb2a46a49cf4ebb0d649c1,5f691e3b76e2ce104196dec7,AWAITING REVIEW,Not Applicable,2024-03-08T15:10:02.328000Z,2024-03-08T15:11:51.852000Z,,2024-03-08T15:13:04.017306Z,110,C21PHUAV,857,Graduate degree (MA/MSc/MPhil/other),35,Female,Black,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65eb2a50b67e8aad2ad6490f,62a3b97d41ae082b602e815b,AWAITING REVIEW,Not Applicable,2024-03-08T15:10:11.003000Z,2024-03-08T15:11:09.984000Z,,2024-03-08T15:11:29.895827Z,59,C21PHUAV,1153,Undergraduate degree (BA/BSc/other),31,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65eb2af327f782646fc94952,5b86e638911057000112a4c0,AWAITING REVIEW,Not Applicable,2024-03-08T15:13:09.657000Z,2024-03-08T15:39:15.290000Z,,2024-03-08T15:41:22.126215Z,1566,C21PHUAV,1234,Undergraduate degree (BA/BSc/other),42,Female,White,Latvia,United Kingdom,United Kingdom,Latvian,No,Full-Time
65eb2f0fa7ccec4364ab699e,604ce78146f1e005b68e1bd7,AWAITING REVIEW,Not Applicable,2024-03-08T15:30:27.256000Z,2024-03-08T15:37:28.974000Z,,2024-03-08T15:38:53.646909Z,422,C21PHUAV,135,Undergraduate degree (BA/BSc/other),39,Female,White,Ireland,Ireland,Ireland,English,No,Part-Time
65eb328a467dc4aff25d128d,5f0f6811a0ed4a11dbc57b79,AWAITING REVIEW,Not Applicable,2024-03-08T15:45:14.218000Z,2024-03-08T15:45:51.556000Z,,2024-03-08T15:45:52.173872Z,38,C21PHUAV,1252,Graduate degree (MA/MSc/MPhil/other),45,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65eb328ca3c798fca5c93176,65981612de5b88bdf200ebf4,AWAITING REVIEW,Not Applicable,2024-03-08T15:45:18.969000Z,2024-03-08T15:50:21.138000Z,,2024-03-08T15:50:21.629219Z,303,C21PHUAV,164,Graduate degree (MA/MSc/MPhil/other),30,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65eb328def6874dcb088ca94,644016d98e4c23d7fa37632e,AWAITING REVIEW,Not Applicable,2024-03-08T15:45:48.219000Z,2024-03-08T15:51:34.796000Z,,2024-03-08T16:57:31.271656Z,347,C21PHUAV,328,Graduate degree (MA/MSc/MPhil/other),45,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
65eb328d085b8bfaa365464e,60370f61a9417ca17becbb91,AWAITING REVIEW,Not Applicable,2024-03-08T15:45:26.078000Z,2024-03-08T15:48:43.970000Z,,2024-03-08T15:48:44.444798Z,198,C21PHUAV,144,Graduate degree (MA/MSc/MPhil/other),23,Female,Asian,Ireland,Ireland,Ireland,English,No,Full-Time
65eb360ed55abbe87ac7301e,656c97dad85d1ebbb4fa93f3,AWAITING REVIEW,Not Applicable,2024-03-08T16:00:24.231000Z,2024-03-08T16:09:26.878000Z,,2024-03-08T16:09:27.578099Z,543,C21PHUAV,249,Graduate degree (MA/MSc/MPhil/other),30,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
65eb37c434aee43d9cfed340,5c3a4daa6c4e3d0001b89af8,AWAITING REVIEW,Not Applicable,2024-03-08T16:07:41.057000Z,2024-03-08T16:18:14.598000Z,,2024-03-08T17:22:05.590092Z,634,C21PHUAV,525,Doctorate degree (PhD/other),33,Female,White,Italy,United Kingdom,Italy,Italian,No,Full-Time
